shipping ID,order ID,shipping date,return date,shipping providers,delivery status
5986,5986,2023-10-18,,IndiaPost,delivered
5987,5987,2023-06-16,,IndiaPost,delivered
5988,5988,2023-10-20,,Delhivery,delivered
5989,5989,2024-08-08,,IndiaPost,delivered
5990,5990,2023-06-13,,BlueDart,pending
5991,5991,2024-01-13,,DHL,pending
5992,5992,2024-07-27,,Delhivery,delivered
5993,5993,2023-09-11,,DHL,in_transit
5994,5994,2024-04-02,,Delhivery,delivered
5995,5995,2023-06-24,,DHL,in_transit
5996,5996,2023-03-25,,FedEx,pending
5997,5997,2024-07-19,,DHL,pending
5998,5998,2023-03-17,,FedEx,delivered
5999,5999,2023-07-10,,DHL,delivered
6000,6000,2024-08-22,,Delhivery,delivered
6001,6001,2023-09-08,2023-09-12,IndiaPost,returned
6002,6002,2024-11-15,,IndiaPost,cancelled
6003,6003,2024-11-25,,IndiaPost,delivered
6004,6004,2023-07-12,,IndiaPost,pending
6005,6005,2023-02-02,,DHL,cancelled
6006,6006,2024-05-17,,Delhivery,delivered
6007,6007,2023-11-18,,FedEx,pending
6008,6008,2023-03-21,,Delhivery,delivered
6009,6009,2024-05-11,,Delhivery,delivered
6010,6010,2023-01-23,,Delhivery,delivered
6011,6011,2024-09-11,,IndiaPost,delivered
6012,6012,2023-04-18,,IndiaPost,pending
6013,6013,2023-04-10,,Delhivery,delivered
6014,6014,2023-05-12,,BlueDart,delivered
6015,6015,2024-11-10,,FedEx,delivered
6016,6016,2024-05-07,,FedEx,delivered
6017,6017,2024-07-24,,FedEx,delivered
6018,6018,2023-10-09,,FedEx,delivered
6019,6019,2023-08-29,,IndiaPost,delivered
6020,6020,2023-06-20,,BlueDart,pending
6021,6021,2023-12-04,,BlueDart,cancelled
6022,6022,2024-01-28,,BlueDart,delivered
6023,6023,2024-03-20,,Delhivery,in_transit
6024,6024,2023-07-04,,DHL,cancelled
6025,6025,2024-11-05,,DHL,in_transit
6026,6026,2023-04-30,,Delhivery,in_transit
6027,6027,2024-11-11,,IndiaPost,in_transit
6028,6028,2023-01-20,,BlueDart,delivered
6029,6029,2023-12-11,,BlueDart,delivered
6030,6030,2023-08-26,,IndiaPost,pending
6031,6031,2023-11-17,,BlueDart,delivered
6032,6032,2024-02-14,,Delhivery,pending
6033,6033,2023-11-09,,DHL,in_transit
6034,6034,2023-10-24,,DHL,delivered
6035,6035,2024-06-01,,Delhivery,in_transit
6036,6036,2024-04-29,,DHL,delivered
6037,6037,2024-08-11,,BlueDart,pending
6038,6038,2023-06-30,,IndiaPost,delivered
6039,6039,2024-03-06,,BlueDart,cancelled
6040,6040,2024-02-21,,BlueDart,delivered
6041,6041,2023-09-21,,DHL,in_transit
6042,6042,2023-12-17,2023-12-20,BlueDart,returned
6043,6043,2023-08-18,,FedEx,delivered
6044,6044,2023-04-17,,Delhivery,in_transit
6045,6045,2023-06-01,,DHL,delivered
6046,6046,2023-03-16,,BlueDart,pending
6047,6047,2024-05-01,,BlueDart,delivered
6048,6048,2024-04-15,,DHL,cancelled
6049,6049,2024-11-06,,IndiaPost,pending
6050,6050,2024-06-04,,FedEx,delivered
6051,6051,2023-02-14,,DHL,delivered
6052,6052,2024-09-18,,FedEx,in_transit
6053,6053,2024-08-29,,FedEx,delivered
6054,6054,2023-11-10,,DHL,delivered
6055,6055,2024-02-18,,IndiaPost,delivered
6056,6056,2024-11-17,,DHL,delivered
6057,6057,2024-01-15,,Delhivery,delivered
6058,6058,2024-09-30,,Delhivery,pending
6059,6059,2023-03-07,,DHL,pending
6060,6060,2023-05-16,,BlueDart,pending
6061,6061,2023-11-11,,IndiaPost,delivered
6062,6062,2024-02-18,,DHL,delivered
6063,6063,2024-07-29,,BlueDart,delivered
6064,6064,2024-11-23,2024-11-26,Delhivery,returned
6065,6065,2023-10-01,,DHL,delivered
6066,6066,2023-02-06,,DHL,delivered
6067,6067,2024-07-22,,DHL,delivered
6068,6068,2024-02-29,,Delhivery,in_transit
6069,6069,2023-05-22,,FedEx,in_transit
6070,6070,2023-12-21,,Delhivery,delivered
6071,6071,2024-06-09,,DHL,delivered
6072,6072,2024-06-24,,Delhivery,in_transit
6073,6073,2023-12-24,,Delhivery,delivered
6074,6074,2023-08-09,,IndiaPost,in_transit
6075,6075,2024-11-22,,BlueDart,pending
6076,6076,2024-04-17,,DHL,in_transit
6077,6077,2023-10-20,,Delhivery,in_transit
6078,6078,2023-07-26,,BlueDart,pending
6079,6079,2024-05-30,,DHL,cancelled
6080,6080,2023-06-28,,Delhivery,delivered
6081,6081,2023-05-02,,BlueDart,delivered
6082,6082,2024-01-12,,DHL,pending
6083,6083,2023-07-24,,DHL,delivered
6084,6084,2024-03-21,,BlueDart,cancelled
6085,6085,2023-03-30,,IndiaPost,delivered
6086,6086,2024-04-07,,BlueDart,cancelled
6087,6087,2023-07-27,,BlueDart,delivered
6088,6088,2023-01-08,,BlueDart,pending
6089,6089,2023-04-09,,DHL,delivered
6090,6090,2024-10-16,2024-10-19,FedEx,returned
6091,6091,2024-09-01,,IndiaPost,delivered
6092,6092,2023-06-20,,FedEx,delivered
6093,6093,2024-07-07,,Delhivery,delivered
6094,6094,2024-03-04,,FedEx,cancelled
6095,6095,2024-11-13,,IndiaPost,delivered
6096,6096,2023-09-20,,BlueDart,in_transit
6097,6097,2024-04-30,,FedEx,in_transit
6098,6098,2023-02-20,,IndiaPost,pending
6099,6099,2023-10-06,,IndiaPost,in_transit
6100,6100,2024-11-06,,IndiaPost,delivered
6101,6101,2024-01-14,,DHL,in_transit
6102,6102,2023-07-28,,DHL,pending
6103,6103,2023-04-05,,Delhivery,delivered
6104,6104,2024-05-17,,Delhivery,delivered
6105,6105,2024-03-29,,BlueDart,delivered
6106,6106,2023-09-25,,IndiaPost,delivered
6107,6107,2024-11-02,,Delhivery,delivered
6108,6108,2023-01-25,,FedEx,in_transit
6109,6109,2023-08-07,2023-08-14,BlueDart,returned
6110,6110,2024-10-16,,IndiaPost,delivered
6111,6111,2023-08-17,,FedEx,pending
6112,6112,2023-07-06,,FedEx,delivered
6113,6113,2024-01-12,,BlueDart,delivered
6114,6114,2024-08-02,,IndiaPost,in_transit
6115,6115,2023-03-19,2023-03-29,BlueDart,returned
6116,6116,2024-10-27,,Delhivery,delivered
6117,6117,2024-07-16,,BlueDart,delivered
6118,6118,2023-05-13,,IndiaPost,delivered
6119,6119,2024-05-20,,BlueDart,delivered
6120,6120,2023-10-03,,IndiaPost,in_transit
6121,6121,2023-10-12,,DHL,pending
6122,6122,2024-07-06,,FedEx,in_transit
6123,6123,2024-11-07,,FedEx,delivered
6124,6124,2023-04-02,,Delhivery,cancelled
6125,6125,2023-10-24,,BlueDart,delivered
6126,6126,2023-12-08,,IndiaPost,pending
6127,6127,2023-09-30,,IndiaPost,delivered
6128,6128,2023-09-22,,FedEx,pending
6129,6129,2023-02-11,,FedEx,pending
6130,6130,2024-04-29,,BlueDart,cancelled
6131,6131,2023-11-04,,BlueDart,delivered
6132,6132,2023-05-21,,IndiaPost,in_transit
6133,6133,2024-08-04,,FedEx,in_transit
6134,6134,2024-07-25,,FedEx,in_transit
6135,6135,2023-12-17,,IndiaPost,delivered
6136,6136,2023-08-03,,IndiaPost,delivered
6137,6137,2024-03-24,,DHL,delivered
6138,6138,2023-07-29,,IndiaPost,delivered
6139,6139,2023-06-22,,Delhivery,pending
6140,6140,2024-06-05,,DHL,pending
6141,6141,2023-02-08,,Delhivery,delivered
6142,6142,2023-03-12,,IndiaPost,cancelled
6143,6143,2023-01-09,,BlueDart,delivered
6144,6144,2023-04-19,,Delhivery,delivered
6145,6145,2023-02-22,,Delhivery,delivered
6146,6146,2024-12-07,,BlueDart,pending
6147,6147,2023-07-24,,Delhivery,in_transit
6148,6148,2023-04-21,,IndiaPost,delivered
6149,6149,2023-06-25,,IndiaPost,in_transit
6150,6150,2024-10-27,,FedEx,delivered
6151,6151,2024-01-06,,IndiaPost,delivered
6152,6152,2023-09-23,,FedEx,delivered
6153,6153,2024-09-04,,BlueDart,delivered
6154,6154,2023-10-12,,Delhivery,pending
6155,6155,2023-08-24,,Delhivery,in_transit
6156,6156,2023-06-01,,IndiaPost,delivered
6157,6157,2023-09-29,,DHL,delivered
6158,6158,2023-08-20,,Delhivery,delivered
6159,6159,2024-04-25,,FedEx,delivered
6160,6160,2023-07-24,,BlueDart,delivered
6161,6161,2024-02-10,,Delhivery,delivered
6162,6162,2023-02-23,,IndiaPost,in_transit
6163,6163,2023-05-18,,Delhivery,delivered
6164,6164,2023-10-20,,BlueDart,delivered
6165,6165,2024-10-19,,DHL,cancelled
6166,6166,2023-09-24,,FedEx,delivered
6167,6167,2024-04-12,,DHL,delivered
6168,6168,2023-07-07,,BlueDart,delivered
6169,6169,2023-04-07,,BlueDart,delivered
6170,6170,2023-02-15,,Delhivery,delivered
6171,6171,2023-08-03,,FedEx,delivered
6172,6172,2023-04-30,,Delhivery,pending
6173,6173,2023-05-04,,Delhivery,pending
6174,6174,2024-06-18,,Delhivery,in_transit
6175,6175,2023-01-20,,FedEx,delivered
6176,6176,2024-01-30,,DHL,delivered
6177,6177,2023-09-24,,FedEx,delivered
6178,6178,2023-12-28,,Delhivery,delivered
6179,6179,2024-02-08,,DHL,delivered
6180,6180,2023-08-18,,Delhivery,delivered
6181,6181,2023-07-30,,FedEx,delivered
6182,6182,2024-06-06,,IndiaPost,delivered
6183,6183,2024-09-04,,BlueDart,delivered
6184,6184,2023-05-17,,IndiaPost,delivered
6185,6185,2023-03-15,,BlueDart,delivered
6186,6186,2024-09-26,,BlueDart,delivered
6187,6187,2023-09-05,,Delhivery,delivered
6188,6188,2024-01-30,,FedEx,delivered
6189,6189,2023-09-17,,Delhivery,delivered
6190,6190,2023-04-08,,FedEx,delivered
6191,6191,2024-02-27,,BlueDart,delivered
6192,6192,2024-01-13,,BlueDart,in_transit
6193,6193,2023-06-02,,BlueDart,delivered
6194,6194,2023-11-23,,Delhivery,delivered
6195,6195,2024-07-18,,Delhivery,delivered
6196,6196,2024-02-21,,IndiaPost,delivered
6197,6197,2023-03-18,,IndiaPost,delivered
6198,6198,2024-01-29,2024-02-12,IndiaPost,returned
6199,6199,2024-05-10,,IndiaPost,pending
6200,6200,2024-07-09,,Delhivery,delivered
6201,6201,2024-03-19,,BlueDart,in_transit
6202,6202,2023-04-26,,DHL,delivered
6203,6203,2024-05-17,,DHL,delivered
6204,6204,2024-04-20,,IndiaPost,in_transit
6205,6205,2023-01-24,,BlueDart,delivered
6206,6206,2023-10-19,,IndiaPost,delivered
6207,6207,2023-08-24,,IndiaPost,in_transit
6208,6208,2024-04-22,,FedEx,delivered
6209,6209,2023-06-07,2023-06-22,FedEx,returned
6210,6210,2024-02-19,,FedEx,pending
6211,6211,2024-10-07,,Delhivery,pending
6212,6212,2024-07-19,,FedEx,delivered
6213,6213,2024-10-08,,IndiaPost,delivered
6214,6214,2024-11-24,,IndiaPost,in_transit
6215,6215,2023-01-12,2023-01-16,Delhivery,returned
6216,6216,2024-03-13,,DHL,delivered
6217,6217,2023-10-26,2023-11-10,DHL,returned
6218,6218,2024-08-26,,BlueDart,delivered
6219,6219,2023-06-29,,BlueDart,delivered
6220,6220,2024-11-24,,Delhivery,delivered
6221,6221,2024-03-06,,DHL,delivered
6222,6222,2024-07-14,,BlueDart,pending
6223,6223,2023-03-10,,IndiaPost,delivered
6224,6224,2023-05-15,,IndiaPost,cancelled
6225,6225,2024-06-23,,Delhivery,delivered
6226,6226,2023-01-26,,Delhivery,delivered
6227,6227,2024-08-01,,DHL,pending
6228,6228,2023-01-16,,IndiaPost,delivered
6229,6229,2024-04-09,,BlueDart,pending
6230,6230,2023-09-23,,BlueDart,delivered
6231,6231,2024-03-13,,BlueDart,delivered
6232,6232,2024-05-04,,IndiaPost,delivered
6233,6233,2023-09-06,,BlueDart,cancelled
6234,6234,2023-03-22,,IndiaPost,delivered
6235,6235,2023-02-23,,Delhivery,in_transit
6236,6236,2024-02-18,,DHL,pending
6237,6237,2024-01-10,,BlueDart,delivered
6238,6238,2024-06-07,,DHL,pending
6239,6239,2024-01-01,,IndiaPost,delivered
6240,6240,2023-10-30,,Delhivery,delivered
6241,6241,2023-10-12,,Delhivery,delivered
6242,6242,2023-01-24,,BlueDart,delivered
6243,6243,2023-08-31,,DHL,delivered
6244,6244,2024-11-16,,IndiaPost,delivered
6245,6245,2024-09-13,,BlueDart,delivered
6246,6246,2023-08-22,,DHL,in_transit
6247,6247,2024-02-24,,FedEx,delivered
6248,6248,2024-08-17,,Delhivery,in_transit
6249,6249,2023-11-11,,BlueDart,delivered
6250,6250,2023-01-18,,DHL,pending
6251,6251,2023-03-03,,BlueDart,delivered
6252,6252,2024-01-01,,FedEx,delivered
6253,6253,2024-11-14,,BlueDart,delivered
6254,6254,2024-05-09,,FedEx,delivered
6255,6255,2023-02-27,,IndiaPost,delivered
6256,6256,2023-05-14,,FedEx,pending
6257,6257,2024-06-29,,FedEx,pending
6258,6258,2024-08-19,,FedEx,in_transit
6259,6259,2024-03-15,,Delhivery,delivered
6260,6260,2024-03-30,,Delhivery,delivered
6261,6261,2023-01-24,,IndiaPost,cancelled
6262,6262,2024-08-03,,Delhivery,delivered
6263,6263,2024-07-06,,FedEx,cancelled
6264,6264,2023-07-07,,DHL,delivered
6265,6265,2024-05-18,2024-05-30,BlueDart,returned
6266,6266,2023-06-01,,Delhivery,cancelled
6267,6267,2023-02-08,,FedEx,in_transit
6268,6268,2023-05-26,,DHL,delivered
6269,6269,2023-05-11,,IndiaPost,delivered
6270,6270,2023-09-01,,Delhivery,cancelled
6271,6271,2023-10-22,,BlueDart,pending
6272,6272,2023-12-28,,BlueDart,delivered
6273,6273,2023-12-01,,FedEx,delivered
6274,6274,2023-07-11,,FedEx,pending
6275,6275,2023-01-24,,Delhivery,delivered
6276,6276,2024-03-03,,DHL,pending
6277,6277,2023-10-11,,Delhivery,pending
6278,6278,2023-07-30,,IndiaPost,cancelled
6279,6279,2024-09-05,,DHL,delivered
6280,6280,2024-06-13,,Delhivery,delivered
6281,6281,2024-08-29,,BlueDart,delivered
6282,6282,2023-12-20,,IndiaPost,cancelled
6283,6283,2023-04-09,,IndiaPost,delivered
6284,6284,2024-05-03,,FedEx,delivered
6285,6285,2023-05-31,,IndiaPost,delivered
6286,6286,2023-11-06,,BlueDart,delivered
6287,6287,2023-02-21,,BlueDart,pending
6288,6288,2024-08-10,,FedEx,in_transit
6289,6289,2023-03-31,,FedEx,in_transit
6290,6290,2024-10-03,,Delhivery,delivered
6291,6291,2024-09-02,,IndiaPost,cancelled
6292,6292,2023-11-28,,DHL,delivered
6293,6293,2024-06-13,,IndiaPost,in_transit
6294,6294,2024-03-16,,DHL,delivered
6295,6295,2024-07-22,,BlueDart,delivered
6296,6296,2023-11-07,,BlueDart,delivered
6297,6297,2024-07-13,,BlueDart,delivered
6298,6298,2023-11-30,,Delhivery,in_transit
6299,6299,2024-10-24,,DHL,delivered
6300,6300,2023-12-15,,DHL,delivered
6301,6301,2023-11-30,,Delhivery,pending
6302,6302,2024-07-07,,IndiaPost,delivered
6303,6303,2024-08-08,,IndiaPost,delivered
6304,6304,2024-01-26,,Delhivery,delivered
6305,6305,2023-05-16,,FedEx,pending
6306,6306,2023-11-29,,DHL,delivered
6307,6307,2024-11-16,2024-12-01,FedEx,returned
6308,6308,2024-06-16,,IndiaPost,delivered
6309,6309,2024-07-25,,Delhivery,delivered
6310,6310,2023-01-31,,FedEx,delivered
6311,6311,2023-11-27,,DHL,in_transit
6312,6312,2024-04-07,,BlueDart,delivered
6313,6313,2024-08-14,,Delhivery,in_transit
6314,6314,2023-02-05,,FedEx,delivered
6315,6315,2024-08-23,,FedEx,delivered
6316,6316,2024-01-25,,Delhivery,pending
6317,6317,2023-05-22,,BlueDart,in_transit
6318,6318,2023-08-13,,DHL,delivered
6319,6319,2023-07-27,,IndiaPost,in_transit
6320,6320,2024-01-14,,Delhivery,in_transit
6321,6321,2023-02-07,,Delhivery,delivered
6322,6322,2023-05-01,,FedEx,delivered
6323,6323,2024-07-24,,IndiaPost,delivered
6324,6324,2023-04-04,,FedEx,delivered
6325,6325,2023-06-16,,Delhivery,pending
6326,6326,2023-11-22,,DHL,delivered
6327,6327,2024-01-04,,FedEx,delivered
6328,6328,2024-06-23,,IndiaPost,delivered
6329,6329,2023-11-18,2023-11-25,IndiaPost,returned
6330,6330,2024-07-08,,FedEx,in_transit
6331,6331,2024-03-13,,Delhivery,delivered
6332,6332,2023-03-24,,FedEx,delivered
6333,6333,2023-04-25,,DHL,delivered
6334,6334,2023-11-06,,DHL,in_transit
6335,6335,2023-10-08,,IndiaPost,delivered
6336,6336,2024-06-06,2024-06-09,Delhivery,returned
6337,6337,2024-02-13,,IndiaPost,delivered
6338,6338,2023-10-01,,Delhivery,delivered
6339,6339,2023-05-10,,FedEx,in_transit
6340,6340,2023-06-09,,BlueDart,pending
6341,6341,2024-02-10,,BlueDart,delivered
6342,6342,2023-10-31,,DHL,in_transit
6343,6343,2024-01-03,,Delhivery,delivered
6344,6344,2023-05-03,,Delhivery,delivered
6345,6345,2024-04-13,,BlueDart,pending
6346,6346,2024-08-27,,IndiaPost,cancelled
6347,6347,2023-07-08,,IndiaPost,in_transit
6348,6348,2023-12-15,,DHL,delivered
6349,6349,2024-11-22,,Delhivery,pending
6350,6350,2023-08-24,,IndiaPost,delivered
6351,6351,2024-02-25,,FedEx,delivered
6352,6352,2023-03-09,,DHL,in_transit
6353,6353,2024-03-01,,BlueDart,delivered
6354,6354,2023-03-14,2023-03-23,FedEx,returned
6355,6355,2024-11-11,,FedEx,delivered
6356,6356,2024-05-19,,IndiaPost,delivered
6357,6357,2024-07-07,,DHL,in_transit
6358,6358,2024-05-12,,FedEx,pending
6359,6359,2024-02-23,,Delhivery,delivered
6360,6360,2023-11-14,,Delhivery,delivered
6361,6361,2024-08-27,,FedEx,pending
6362,6362,2024-11-08,,DHL,delivered
6363,6363,2023-12-25,,Delhivery,delivered
6364,6364,2024-10-15,,Delhivery,in_transit
6365,6365,2024-02-17,,BlueDart,delivered
6366,6366,2024-01-17,2024-01-30,FedEx,returned
6367,6367,2023-11-22,,Delhivery,in_transit
6368,6368,2023-05-31,2023-06-08,IndiaPost,returned
6369,6369,2023-01-07,,IndiaPost,delivered
6370,6370,2023-06-22,2023-07-01,BlueDart,returned
6371,6371,2024-01-01,,FedEx,delivered
6372,6372,2023-10-01,,Delhivery,delivered
6373,6373,2023-11-15,,IndiaPost,delivered
6374,6374,2024-11-20,,IndiaPost,delivered
6375,6375,2023-09-09,,Delhivery,delivered
6376,6376,2023-11-20,,FedEx,delivered
6377,6377,2023-04-10,,BlueDart,delivered
6378,6378,2023-02-10,,FedEx,delivered
6379,6379,2024-07-05,,Delhivery,in_transit
6380,6380,2024-02-11,,BlueDart,delivered
6381,6381,2024-06-23,,IndiaPost,pending
6382,6382,2023-04-24,,DHL,delivered
6383,6383,2024-02-06,,BlueDart,cancelled
6384,6384,2023-07-03,,DHL,delivered
6385,6385,2023-06-18,2023-06-29,Delhivery,returned
6386,6386,2023-01-10,,BlueDart,delivered
6387,6387,2023-04-03,2023-04-11,DHL,returned
6388,6388,2023-08-06,,BlueDart,delivered
6389,6389,2023-03-29,,IndiaPost,in_transit
6390,6390,2024-11-30,,DHL,pending
6391,6391,2023-08-15,,IndiaPost,delivered
6392,6392,2023-04-08,,BlueDart,delivered
6393,6393,2023-05-24,,FedEx,pending
6394,6394,2024-02-25,,DHL,delivered
6395,6395,2023-02-16,,Delhivery,delivered
6396,6396,2024-09-01,,BlueDart,in_transit
6397,6397,2024-11-12,,Delhivery,delivered
6398,6398,2023-06-28,,DHL,pending
6399,6399,2023-11-13,,BlueDart,delivered
6400,6400,2023-01-18,,IndiaPost,delivered
6401,6401,2024-03-30,,BlueDart,delivered
6402,6402,2023-10-22,,IndiaPost,in_transit
6403,6403,2023-07-13,2023-07-28,IndiaPost,returned
6404,6404,2023-06-03,,Delhivery,delivered
6405,6405,2024-04-08,,BlueDart,delivered
6406,6406,2023-10-27,,FedEx,delivered
6407,6407,2023-05-15,,BlueDart,pending
6408,6408,2024-04-29,,DHL,delivered
6409,6409,2024-02-09,,Delhivery,delivered
6410,6410,2024-08-25,,FedEx,delivered
6411,6411,2023-04-01,,FedEx,delivered
6412,6412,2024-07-11,,IndiaPost,delivered
6413,6413,2024-04-26,,BlueDart,delivered
6414,6414,2023-03-27,,BlueDart,pending
6415,6415,2024-05-11,,Delhivery,cancelled
6416,6416,2023-11-08,,IndiaPost,pending
6417,6417,2024-10-28,,IndiaPost,delivered
6418,6418,2023-04-19,,IndiaPost,delivered
6419,6419,2024-04-03,,FedEx,delivered
6420,6420,2023-09-27,,FedEx,in_transit
6421,6421,2024-11-06,,FedEx,delivered
6422,6422,2023-08-21,,IndiaPost,cancelled
6423,6423,2024-11-09,,DHL,delivered
6424,6424,2024-09-28,,Delhivery,pending
6425,6425,2023-07-16,,DHL,in_transit
6426,6426,2024-07-23,,DHL,delivered
6427,6427,2024-11-29,,IndiaPost,in_transit
6428,6428,2023-07-06,,FedEx,cancelled
6429,6429,2023-11-12,,FedEx,cancelled
6430,6430,2024-01-06,,IndiaPost,in_transit
6431,6431,2023-07-31,,DHL,delivered
6432,6432,2023-01-13,,IndiaPost,pending
6433,6433,2023-06-12,,BlueDart,in_transit
6434,6434,2023-07-19,,DHL,delivered
6435,6435,2023-11-08,,FedEx,delivered
6436,6436,2023-05-01,,FedEx,delivered
6437,6437,2024-09-10,,BlueDart,delivered
6438,6438,2024-05-14,,IndiaPost,pending
6439,6439,2023-03-08,,Delhivery,delivered
6440,6440,2024-04-03,,Delhivery,delivered
6441,6441,2024-04-09,,BlueDart,delivered
6442,6442,2024-11-07,,IndiaPost,delivered
6443,6443,2023-01-10,,FedEx,delivered
6444,6444,2023-07-02,,FedEx,delivered
6445,6445,2024-10-20,,Delhivery,delivered
6446,6446,2024-10-20,,Delhivery,in_transit
6447,6447,2024-05-24,,IndiaPost,delivered
6448,6448,2024-06-26,,FedEx,delivered
6449,6449,2023-03-12,,BlueDart,delivered
6450,6450,2023-12-30,,IndiaPost,delivered
6451,6451,2023-06-19,,IndiaPost,delivered
6452,6452,2023-05-11,,BlueDart,delivered
6453,6453,2024-07-29,,BlueDart,delivered
6454,6454,2023-04-13,,BlueDart,delivered
6455,6455,2023-12-02,,IndiaPost,delivered
6456,6456,2024-10-26,,DHL,in_transit
6457,6457,2023-05-17,,IndiaPost,delivered
6458,6458,2024-11-25,,Delhivery,pending
6459,6459,2024-12-07,,Delhivery,pending
6460,6460,2024-01-30,,IndiaPost,pending
6461,6461,2023-05-10,,DHL,delivered
6462,6462,2023-08-20,,FedEx,pending
6463,6463,2023-10-26,,IndiaPost,delivered
6464,6464,2023-08-08,,FedEx,delivered
6465,6465,2023-07-20,,FedEx,delivered
6466,6466,2024-11-16,,DHL,cancelled
6467,6467,2023-04-23,,DHL,delivered
6468,6468,2024-05-31,,IndiaPost,cancelled
6469,6469,2023-01-05,,Delhivery,delivered
6470,6470,2024-03-02,,Delhivery,cancelled
6471,6471,2024-10-05,,Delhivery,cancelled
6472,6472,2023-07-28,,BlueDart,cancelled
6473,6473,2023-05-13,,Delhivery,delivered
6474,6474,2024-04-04,,BlueDart,pending
6475,6475,2024-05-20,2024-06-01,IndiaPost,returned
6476,6476,2024-05-03,,FedEx,delivered
6477,6477,2023-08-17,,FedEx,delivered
6478,6478,2023-07-05,,BlueDart,in_transit
6479,6479,2024-11-05,,Delhivery,delivered
6480,6480,2024-10-18,,Delhivery,pending
6481,6481,2023-11-19,,FedEx,delivered
6482,6482,2024-08-24,,IndiaPost,delivered
6483,6483,2023-11-20,,IndiaPost,delivered
6484,6484,2023-10-27,,FedEx,delivered
6485,6485,2023-04-25,,IndiaPost,delivered
6486,6486,2023-11-02,,FedEx,pending
6487,6487,2024-01-15,,FedEx,delivered
6488,6488,2023-01-25,,Delhivery,pending
6489,6489,2023-11-16,,DHL,pending
6490,6490,2024-07-04,,Delhivery,delivered
6491,6491,2024-04-28,,IndiaPost,delivered
6492,6492,2024-03-24,,Delhivery,delivered
6493,6493,2024-10-04,,Delhivery,delivered
6494,6494,2023-01-22,,Delhivery,delivered
6495,6495,2024-01-26,,Delhivery,delivered
6496,6496,2024-07-11,2024-07-14,FedEx,returned
6497,6497,2024-01-18,,DHL,delivered
6498,6498,2023-08-19,,IndiaPost,delivered
6499,6499,2023-04-08,2023-04-23,BlueDart,returned
6500,6500,2024-09-19,,FedEx,pending
6501,6501,2023-11-28,,IndiaPost,pending
6502,6502,2024-09-10,,IndiaPost,pending
6503,6503,2024-02-17,,BlueDart,delivered
6504,6504,2024-04-20,,DHL,pending
6505,6505,2024-07-22,,Delhivery,cancelled
6506,6506,2024-04-13,,Delhivery,delivered
6507,6507,2023-10-08,,DHL,delivered
6508,6508,2023-12-28,,FedEx,delivered
6509,6509,2024-07-24,,FedEx,delivered
6510,6510,2023-09-20,,Delhivery,delivered
6511,6511,2023-10-02,,IndiaPost,in_transit
6512,6512,2023-03-16,,DHL,delivered
6513,6513,2024-10-11,,DHL,delivered
6514,6514,2023-03-10,,BlueDart,delivered
6515,6515,2024-04-06,,Delhivery,pending
6516,6516,2023-10-21,,FedEx,delivered
6517,6517,2023-10-16,,Delhivery,delivered
6518,6518,2024-04-25,,FedEx,in_transit
6519,6519,2023-02-24,,FedEx,delivered
6520,6520,2024-03-01,,DHL,delivered
6521,6521,2024-06-28,,DHL,delivered
6522,6522,2024-08-10,,BlueDart,pending
6523,6523,2023-05-03,,BlueDart,in_transit
6524,6524,2024-09-23,,Delhivery,delivered
6525,6525,2024-04-08,,DHL,delivered
6526,6526,2024-09-19,,FedEx,in_transit
6527,6527,2023-12-08,,DHL,pending
6528,6528,2024-01-23,,BlueDart,in_transit
6529,6529,2024-10-12,,IndiaPost,pending
6530,6530,2024-09-23,,DHL,delivered
6531,6531,2023-11-20,,FedEx,in_transit
6532,6532,2023-07-19,,FedEx,pending
6533,6533,2023-10-12,,IndiaPost,pending
6534,6534,2023-10-02,,Delhivery,cancelled
6535,6535,2023-07-23,,Delhivery,delivered
6536,6536,2023-07-14,,FedEx,cancelled
6537,6537,2024-09-03,,DHL,in_transit
6538,6538,2023-02-27,,IndiaPost,pending
6539,6539,2024-04-25,,BlueDart,delivered
6540,6540,2023-05-10,,DHL,in_transit
6541,6541,2023-09-04,,IndiaPost,pending
6542,6542,2023-02-17,,BlueDart,delivered
6543,6543,2023-07-10,,IndiaPost,in_transit
6544,6544,2024-06-25,,FedEx,pending
6545,6545,2024-09-17,,Delhivery,delivered
6546,6546,2023-06-13,,BlueDart,delivered
6547,6547,2023-11-26,,DHL,delivered
6548,6548,2023-11-27,,DHL,delivered
6549,6549,2024-09-12,,IndiaPost,delivered
6550,6550,2024-06-25,,BlueDart,delivered
6551,6551,2023-12-31,,IndiaPost,delivered
6552,6552,2024-04-22,,DHL,delivered
6553,6553,2024-08-21,,FedEx,delivered
6554,6554,2023-01-08,,DHL,in_transit
6555,6555,2023-10-18,,FedEx,delivered
6556,6556,2024-10-01,,FedEx,pending
6557,6557,2024-06-12,,DHL,delivered
6558,6558,2024-01-23,,BlueDart,delivered
6559,6559,2024-01-09,,FedEx,delivered
6560,6560,2023-09-11,,DHL,pending
6561,6561,2024-01-07,,IndiaPost,in_transit
6562,6562,2024-04-05,,DHL,pending
6563,6563,2023-10-28,,IndiaPost,delivered
6564,6564,2024-05-20,,Delhivery,in_transit
6565,6565,2024-09-01,,DHL,delivered
6566,6566,2023-04-25,,FedEx,pending
6567,6567,2023-11-21,,BlueDart,delivered
6568,6568,2023-10-21,,IndiaPost,delivered
6569,6569,2024-05-06,,FedEx,delivered
