payment ID,order ID,payment date,payment status
4113,4113,2024-02-16,confirmed
4114,4114,2024-01-21,confirmed
4115,4115,2023-02-08,confirmed
4116,4116,2023-02-18,confirmed
4117,4117,2023-05-14,refunded
4118,4118,2023-01-28,confirmed
4119,4119,2024-06-11,confirmed
4120,4120,2024-05-26,confirmed
4121,4121,2023-04-10,confirmed
4122,4122,2024-08-08,confirmed
4123,4123,2023-04-19,confirmed
4124,4124,2023-07-30,failed
4125,4125,2023-06-27,confirmed
4126,4126,2023-09-22,confirmed
4127,4127,2023-07-04,confirmed
4128,4128,2023-12-13,confirmed
4129,4129,2023-10-18,confirmed
4130,4130,2024-11-22,confirmed
4131,4131,2023-02-12,confirmed
4132,4132,2023-04-17,confirmed
4133,4133,2023-02-12,confirmed
4134,4134,2024-03-14,confirmed
4135,4135,2023-02-14,confirmed
4136,4136,2024-08-12,confirmed
4137,4137,2023-12-29,confirmed
4138,4138,2024-01-05,confirmed
4139,4139,2024-02-01,confirmed
4140,4140,2023-05-04,confirmed
4141,4141,2023-05-22,confirmed
4142,4142,2023-08-14,confirmed
4143,4143,2024-02-27,confirmed
4144,4144,2023-06-02,confirmed
4145,4145,2023-03-29,confirmed
4146,4146,2024-11-10,failed
4147,4147,2023-01-20,confirmed
4148,4148,2024-07-16,confirmed
4149,4149,2024-07-12,confirmed
4150,4150,2023-08-04,confirmed
4151,4151,2023-04-11,confirmed
4152,4152,2023-04-17,confirmed
4153,4153,2024-05-09,confirmed
4154,4154,2024-03-26,confirmed
4155,4155,2024-07-03,confirmed
4156,4156,2024-10-22,confirmed
4157,4157,2024-04-30,confirmed
4158,4158,2023-04-25,confirmed
4159,4159,2023-06-26,failed
4160,4160,2024-08-17,confirmed
4161,4161,2023-06-03,confirmed
4162,4162,2023-02-20,confirmed
4163,4163,2024-05-07,confirmed
4164,4164,2023-10-11,confirmed
4165,4165,2024-10-13,confirmed
4166,4166,2024-04-02,confirmed
4167,4167,2023-03-05,refunded
4168,4168,2024-10-31,confirmed
4169,4169,2023-07-03,confirmed
4170,4170,2023-08-29,confirmed
4171,4171,2023-10-14,confirmed
4172,4172,2023-02-06,confirmed
4173,4173,2023-12-15,confirmed
4174,4174,2023-03-30,confirmed
4175,4175,2023-10-11,refunded
4176,4176,2023-09-05,confirmed
4177,4177,2024-06-30,confirmed
4178,4178,2024-07-21,confirmed
4179,4179,2023-04-25,confirmed
4180,4180,2023-09-21,confirmed
4181,4181,2023-09-21,confirmed
4182,4182,2023-04-20,confirmed
4183,4183,2024-07-14,confirmed
4184,4184,2024-05-15,confirmed
4185,4185,2023-05-18,confirmed
4186,4186,2023-09-17,confirmed
4187,4187,2023-03-17,confirmed
4188,4188,2024-03-21,refunded
4189,4189,2023-03-31,confirmed
4190,4190,2024-11-23,confirmed
4191,4191,2024-07-06,confirmed
4192,4192,2023-10-07,confirmed
4193,4193,2024-02-12,confirmed
4194,4194,2024-09-29,failed
4195,4195,2024-01-23,confirmed
4196,4196,2023-05-06,failed
4197,4197,2023-09-24,confirmed
4198,4198,2024-08-20,confirmed
4199,4199,2024-03-29,confirmed
4200,4200,2024-04-04,failed
4201,4201,2024-08-31,confirmed
4202,4202,2024-09-17,confirmed
4203,4203,2024-10-11,refunded
4204,4204,2023-03-14,confirmed
4205,4205,2024-01-20,failed
4206,4206,2024-06-04,confirmed
4207,4207,2024-06-14,refunded
4208,4208,2024-03-05,confirmed
4209,4209,2023-04-29,confirmed
4210,4210,2024-07-13,refunded
4211,4211,2024-05-19,confirmed
4212,4212,2023-03-08,confirmed
4213,4213,2023-11-28,confirmed
4214,4214,2023-05-09,confirmed
4215,4215,2023-08-26,confirmed
4216,4216,2023-01-16,refunded
4217,4217,2023-10-11,confirmed
4218,4218,2024-01-23,confirmed
4219,4219,2024-03-13,confirmed
4220,4220,2024-04-13,confirmed
4221,4221,2024-08-15,confirmed
4222,4222,2023-06-06,confirmed
4223,4223,2023-03-28,confirmed
4224,4224,2024-08-25,confirmed
4225,4225,2023-04-23,failed
4226,4226,2024-11-16,confirmed
4227,4227,2024-08-16,confirmed
4228,4228,2023-12-20,confirmed
4229,4229,2024-11-23,confirmed
4230,4230,2023-03-12,confirmed
4231,4231,2023-08-07,confirmed
4232,4232,2024-03-24,confirmed
4233,4233,2023-09-03,confirmed
4234,4234,2024-10-15,confirmed
4235,4235,2023-02-19,confirmed
4236,4236,2024-01-23,confirmed
4237,4237,2024-02-25,confirmed
4238,4238,2024-04-04,confirmed
4239,4239,2023-07-03,confirmed
4240,4240,2023-09-20,confirmed
4241,4241,2024-08-14,confirmed
4242,4242,2023-05-17,confirmed
4243,4243,2024-08-08,refunded
4244,4244,2024-01-31,confirmed
4245,4245,2024-06-22,confirmed
4246,4246,2024-05-20,confirmed
4247,4247,2023-05-29,confirmed
4248,4248,2024-02-09,confirmed
4249,4249,2024-09-05,confirmed
4250,4250,2023-11-03,confirmed
4251,4251,2024-11-08,confirmed
4252,4252,2023-11-14,confirmed
4253,4253,2023-04-10,confirmed
4254,4254,2023-09-30,confirmed
4255,4255,2024-11-02,confirmed
4256,4256,2023-08-15,confirmed
4257,4257,2024-09-06,confirmed
4258,4258,2024-09-13,refunded
4259,4259,2023-09-03,confirmed
4260,4260,2023-02-28,confirmed
4261,4261,2024-05-26,confirmed
4262,4262,2023-08-13,refunded
4263,4263,2024-07-06,confirmed
4264,4264,2023-11-12,confirmed
4265,4265,2023-12-11,confirmed
4266,4266,2024-06-30,confirmed
4267,4267,2023-09-25,confirmed
4268,4268,2023-11-09,confirmed
4269,4269,2023-09-25,confirmed
4270,4270,2023-09-17,refunded
4271,4271,2024-01-11,confirmed
4272,4272,2024-07-25,confirmed
4273,4273,2023-09-18,confirmed
4274,4274,2024-01-04,confirmed
4275,4275,2024-04-15,confirmed
4276,4276,2023-07-13,confirmed
4277,4277,2023-07-20,confirmed
4278,4278,2024-10-17,confirmed
4279,4279,2024-05-25,refunded
4280,4280,2024-02-10,confirmed
4281,4281,2024-04-03,confirmed
4282,4282,2023-01-21,confirmed
4283,4283,2024-03-10,confirmed
4284,4284,2023-12-30,failed
4285,4285,2024-01-22,confirmed
4286,4286,2023-09-14,confirmed
4287,4287,2023-03-05,confirmed
4288,4288,2023-05-20,confirmed
4289,4289,2024-10-31,confirmed
4290,4290,2023-10-18,confirmed
4291,4291,2023-11-28,confirmed
4292,4292,2023-02-12,confirmed
4293,4293,2023-01-29,confirmed
4294,4294,2024-05-22,confirmed
4295,4295,2024-01-19,confirmed
4296,4296,2023-12-25,confirmed
4297,4297,2023-06-27,confirmed
4298,4298,2024-06-05,confirmed
4299,4299,2023-05-01,confirmed
4300,4300,2023-05-15,confirmed
4301,4301,2023-11-19,confirmed
4302,4302,2023-07-23,confirmed
4303,4303,2023-06-25,refunded
4304,4304,2024-03-27,confirmed
4305,4305,2024-04-07,confirmed
4306,4306,2024-08-04,confirmed
4307,4307,2023-10-22,refunded
4308,4308,2023-02-28,confirmed
4309,4309,2023-07-17,confirmed
4310,4310,2024-11-18,refunded
4311,4311,2024-02-29,confirmed
4312,4312,2024-05-11,confirmed
4313,4313,2023-01-13,refunded
4314,4314,2024-01-03,confirmed
4315,4315,2023-02-03,confirmed
4316,4316,2024-02-10,confirmed
4317,4317,2024-10-13,confirmed
4318,4318,2024-11-09,confirmed
4319,4319,2024-01-16,confirmed
4320,4320,2023-11-18,confirmed
4321,4321,2024-10-28,confirmed
4322,4322,2024-04-17,confirmed
4323,4323,2023-02-18,confirmed
4324,4324,2023-11-27,confirmed
4325,4325,2023-06-20,failed
4326,4326,2023-11-27,confirmed
4327,4327,2023-11-19,confirmed
4328,4328,2024-02-15,confirmed
4329,4329,2023-09-07,confirmed
4330,4330,2023-04-27,confirmed
4331,4331,2023-12-25,confirmed
4332,4332,2024-08-05,confirmed
4333,4333,2024-04-12,confirmed
4334,4334,2023-09-01,confirmed
4335,4335,2024-10-17,failed
4336,4336,2024-10-05,confirmed
4337,4337,2023-05-27,confirmed
4338,4338,2023-02-01,confirmed
4339,4339,2024-06-03,confirmed
4340,4340,2024-08-08,confirmed
4341,4341,2024-11-13,refunded
4342,4342,2024-09-15,confirmed
4343,4343,2024-03-01,confirmed
4344,4344,2024-01-09,confirmed
4345,4345,2023-01-20,confirmed
4346,4346,2023-06-23,confirmed
4347,4347,2023-11-25,refunded
4348,4348,2024-03-22,confirmed
4349,4349,2024-02-02,confirmed
4350,4350,2024-06-07,confirmed
4351,4351,2023-07-15,confirmed
4352,4352,2024-02-05,refunded
4353,4353,2023-03-03,confirmed
4354,4354,2023-10-24,confirmed
4355,4355,2024-06-14,confirmed
4356,4356,2024-05-02,confirmed
4357,4357,2024-11-27,confirmed
4358,4358,2023-07-14,refunded
4359,4359,2023-12-19,confirmed
4360,4360,2023-08-24,confirmed
4361,4361,2023-11-05,confirmed
4362,4362,2024-08-23,confirmed
4363,4363,2024-04-29,refunded
4364,4364,2024-09-10,refunded
4365,4365,2023-05-29,confirmed
4366,4366,2024-09-07,confirmed
4367,4367,2023-02-13,confirmed
4368,4368,2024-09-17,confirmed
4369,4369,2023-08-25,failed
4370,4370,2023-08-10,confirmed
4371,4371,2023-12-25,confirmed
4372,4372,2024-10-23,confirmed
4373,4373,2023-02-05,refunded
4374,4374,2023-09-10,confirmed
4375,4375,2024-08-28,confirmed
4376,4376,2023-10-09,confirmed
4377,4377,2023-05-22,confirmed
4378,4378,2023-10-26,confirmed
4379,4379,2023-10-01,confirmed
4380,4380,2024-10-09,confirmed
4381,4381,2024-06-23,confirmed
4382,4382,2023-12-24,confirmed
4383,4383,2024-11-24,confirmed
4384,4384,2023-11-27,confirmed
4385,4385,2023-02-11,confirmed
4386,4386,2023-07-08,confirmed
4387,4387,2023-11-05,confirmed
4388,4388,2023-04-27,confirmed
4389,4389,2024-11-01,confirmed
4390,4390,2024-06-26,confirmed
4391,4391,2023-07-14,confirmed
4392,4392,2024-02-22,confirmed
4393,4393,2024-05-26,confirmed
4394,4394,2024-10-21,confirmed
4395,4395,2024-09-15,confirmed
4396,4396,2024-01-01,confirmed
4397,4397,2024-06-28,confirmed
4398,4398,2024-02-04,confirmed
4399,4399,2024-01-28,confirmed
4400,4400,2023-03-23,confirmed
4401,4401,2023-03-30,confirmed
4402,4402,2024-01-11,confirmed
4403,4403,2023-07-15,confirmed
4404,4404,2023-01-18,confirmed
4405,4405,2024-05-22,confirmed
4406,4406,2023-01-30,refunded
4407,4407,2024-02-22,confirmed
4408,4408,2024-01-17,confirmed
4409,4409,2024-11-16,confirmed
4410,4410,2023-12-11,confirmed
4411,4411,2023-02-15,confirmed
4412,4412,2024-01-29,confirmed
4413,4413,2024-08-15,refunded
4414,4414,2024-11-30,confirmed
4415,4415,2023-10-31,confirmed
4416,4416,2023-08-17,confirmed
4417,4417,2024-09-29,confirmed
4418,4418,2023-05-20,confirmed
4419,4419,2024-03-10,confirmed
4420,4420,2023-10-12,confirmed
4421,4421,2023-01-30,confirmed
4422,4422,2023-09-01,confirmed
4423,4423,2023-07-06,confirmed
4424,4424,2024-05-01,confirmed
4425,4425,2024-11-01,confirmed
4426,4426,2023-07-08,confirmed
4427,4427,2024-07-29,confirmed
4428,4428,2023-02-12,confirmed
4429,4429,2024-01-17,confirmed
4430,4430,2023-02-23,confirmed
4431,4431,2024-10-16,confirmed
4432,4432,2024-06-20,confirmed
4433,4433,2024-04-06,confirmed
4434,4434,2024-08-06,confirmed
4435,4435,2024-03-31,confirmed
4436,4436,2024-11-11,confirmed
4437,4437,2024-05-20,confirmed
4438,4438,2024-10-09,confirmed
4439,4439,2023-12-29,confirmed
4440,4440,2023-03-29,confirmed
4441,4441,2024-01-09,confirmed
4442,4442,2023-04-04,confirmed
4443,4443,2024-02-26,confirmed
4444,4444,2023-12-11,confirmed
4445,4445,2024-03-15,confirmed
4446,4446,2023-01-13,confirmed
4447,4447,2023-05-19,refunded
4448,4448,2023-12-13,confirmed
4449,4449,2024-10-29,confirmed
4450,4450,2023-09-27,confirmed
4451,4451,2023-10-29,refunded
4452,4452,2024-05-16,confirmed
4453,4453,2024-03-04,confirmed
4454,4454,2023-07-29,confirmed
4455,4455,2023-10-15,confirmed
4456,4456,2023-06-08,confirmed
4457,4457,2024-11-08,confirmed
4458,4458,2023-04-02,confirmed
4459,4459,2023-09-20,confirmed
4460,4460,2023-01-26,confirmed
4461,4461,2023-06-12,confirmed
4462,4462,2024-07-06,confirmed
4463,4463,2023-05-28,confirmed
4464,4464,2023-03-02,confirmed
4465,4465,2023-12-04,confirmed
4466,4466,2023-01-13,confirmed
4467,4467,2023-03-05,refunded
4468,4468,2024-07-20,confirmed
4469,4469,2024-06-26,confirmed
4470,4470,2024-10-04,confirmed
4471,4471,2024-08-21,confirmed
4472,4472,2024-04-26,confirmed
4473,4473,2023-02-07,confirmed
4474,4474,2024-07-01,confirmed
4475,4475,2024-08-17,confirmed
4476,4476,2024-07-13,confirmed
4477,4477,2023-12-25,confirmed
4478,4478,2023-06-20,confirmed
4479,4479,2024-08-16,confirmed
4480,4480,2024-05-27,refunded
4481,4481,2024-11-23,confirmed
4482,4482,2023-04-22,confirmed
4483,4483,2023-06-08,refunded
4484,4484,2023-06-02,confirmed
4485,4485,2024-07-15,confirmed
4486,4486,2023-05-13,confirmed
4487,4487,2023-02-23,confirmed
4488,4488,2024-12-05,confirmed
4489,4489,2023-01-18,confirmed
4490,4490,2024-08-08,confirmed
4491,4491,2023-09-15,confirmed
4492,4492,2024-08-14,confirmed
4493,4493,2024-01-31,confirmed
4494,4494,2024-09-30,confirmed
4495,4495,2024-10-17,confirmed
4496,4496,2023-01-07,confirmed
4497,4497,2023-03-01,confirmed
4498,4498,2023-06-28,confirmed
4499,4499,2024-04-16,confirmed
4500,4500,2024-09-17,confirmed
4501,4501,2023-11-24,refunded
4502,4502,2024-02-29,confirmed
4503,4503,2023-05-17,confirmed
4504,4504,2024-07-17,confirmed
4505,4505,2024-11-09,confirmed
4506,4506,2023-07-14,refunded
4507,4507,2023-12-19,refunded
4508,4508,2023-03-09,confirmed
4509,4509,2024-01-31,confirmed
4510,4510,2023-12-18,confirmed
4511,4511,2023-04-19,confirmed
4512,4512,2023-11-12,confirmed
4513,4513,2023-08-29,confirmed
4514,4514,2024-01-08,confirmed
4515,4515,2024-02-17,confirmed
4516,4516,2023-01-06,refunded
4517,4517,2024-06-16,confirmed
4518,4518,2024-05-20,confirmed
4519,4519,2023-09-19,confirmed
4520,4520,2023-02-08,confirmed
4521,4521,2024-06-16,confirmed
4522,4522,2024-11-05,confirmed
4523,4523,2023-06-25,confirmed
4524,4524,2023-08-16,confirmed
4525,4525,2023-05-16,confirmed
4526,4526,2024-02-13,refunded
4527,4527,2023-04-26,confirmed
4528,4528,2023-09-13,confirmed
4529,4529,2024-05-02,confirmed
4530,4530,2024-01-30,confirmed
4531,4531,2023-10-02,confirmed
4532,4532,2023-10-25,confirmed
4533,4533,2024-02-05,confirmed
4534,4534,2023-01-10,confirmed
4535,4535,2023-03-03,confirmed
4536,4536,2024-09-11,confirmed
4537,4537,2023-02-27,confirmed
4538,4538,2024-05-14,confirmed
4539,4539,2024-10-13,confirmed
4540,4540,2023-07-11,confirmed
4541,4541,2023-09-21,confirmed
4542,4542,2024-02-09,confirmed
4543,4543,2024-09-15,refunded
4544,4544,2024-10-26,confirmed
4545,4545,2024-06-08,confirmed
4546,4546,2023-03-04,confirmed
4547,4547,2024-04-16,confirmed
4548,4548,2023-10-19,confirmed
4549,4549,2023-11-27,confirmed
4550,4550,2023-02-11,confirmed
4551,4551,2023-05-16,confirmed
4552,4552,2024-07-09,confirmed
4553,4553,2023-11-17,confirmed
4554,4554,2023-08-02,confirmed
4555,4555,2023-10-03,confirmed
4556,4556,2024-08-22,confirmed
4557,4557,2024-06-14,confirmed
4558,4558,2023-07-17,confirmed
4559,4559,2023-03-28,confirmed
4560,4560,2023-06-29,confirmed
4561,4561,2024-10-09,confirmed
4562,4562,2024-02-12,confirmed
4563,4563,2024-01-09,confirmed
4564,4564,2024-02-27,confirmed
4565,4565,2023-09-18,confirmed
4566,4566,2024-07-23,confirmed
4567,4567,2024-01-04,confirmed
4568,4568,2023-03-25,confirmed
4569,4569,2023-04-01,confirmed
4570,4570,2024-01-12,refunded
4571,4571,2024-10-22,confirmed
4572,4572,2023-08-10,failed
4573,4573,2024-09-01,confirmed
4574,4574,2024-06-21,confirmed
4575,4575,2023-06-24,confirmed
4576,4576,2023-01-29,confirmed
4577,4577,2023-03-20,confirmed
4578,4578,2024-05-28,refunded
4579,4579,2023-05-25,refunded
4580,4580,2023-09-22,confirmed
4581,4581,2023-12-18,confirmed
4582,4582,2024-05-26,confirmed
4583,4583,2023-03-23,confirmed
4584,4584,2023-10-13,confirmed
4585,4585,2023-12-06,refunded
4586,4586,2024-01-21,confirmed
4587,4587,2024-08-02,confirmed
4588,4588,2023-05-02,confirmed
4589,4589,2024-07-20,confirmed
4590,4590,2024-05-01,confirmed
4591,4591,2024-01-25,confirmed
4592,4592,2024-05-05,confirmed
4593,4593,2023-10-18,confirmed
4594,4594,2023-04-08,confirmed
4595,4595,2024-04-14,confirmed
4596,4596,2024-01-08,confirmed
4597,4597,2024-03-25,confirmed
4598,4598,2023-08-29,confirmed
4599,4599,2024-10-03,confirmed
4600,4600,2024-02-23,confirmed
4601,4601,2023-03-02,failed
4602,4602,2023-11-13,confirmed
4603,4603,2024-06-18,confirmed
4604,4604,2024-07-14,confirmed
4605,4605,2023-12-15,confirmed
4606,4606,2024-09-19,confirmed
4607,4607,2023-07-10,confirmed
4608,4608,2023-10-22,confirmed
4609,4609,2024-09-27,confirmed
4610,4610,2024-09-19,confirmed
4611,4611,2024-04-27,confirmed
4612,4612,2024-08-31,confirmed
4613,4613,2023-03-09,confirmed
4614,4614,2024-09-01,confirmed
4615,4615,2023-08-15,confirmed
4616,4616,2023-05-06,confirmed
4617,4617,2023-06-21,confirmed
4618,4618,2023-10-25,confirmed
4619,4619,2023-07-01,refunded
4620,4620,2023-08-18,confirmed
4621,4621,2023-04-08,confirmed
4622,4622,2023-07-29,confirmed
4623,4623,2024-02-11,confirmed
4624,4624,2023-11-09,confirmed
4625,4625,2023-09-02,confirmed
4626,4626,2024-06-12,confirmed
4627,4627,2024-09-23,confirmed
4628,4628,2024-06-19,failed
4629,4629,2023-08-28,confirmed
4630,4630,2024-06-10,confirmed
4631,4631,2023-04-17,confirmed
4632,4632,2023-04-09,confirmed
4633,4633,2023-09-01,confirmed
4634,4634,2024-07-19,confirmed
4635,4635,2023-06-23,confirmed
4636,4636,2023-02-15,confirmed
4637,4637,2023-04-08,confirmed
4638,4638,2024-08-29,confirmed
4639,4639,2024-03-25,confirmed
4640,4640,2023-06-29,confirmed
4641,4641,2024-01-30,confirmed
4642,4642,2024-01-05,confirmed
4643,4643,2024-04-09,confirmed
4644,4644,2023-06-13,confirmed
4645,4645,2024-08-30,confirmed
4646,4646,2023-08-05,confirmed
4647,4647,2024-05-04,confirmed
4648,4648,2023-01-18,confirmed
4649,4649,2023-09-24,confirmed
4650,4650,2023-09-08,confirmed
4651,4651,2024-01-21,confirmed
4652,4652,2023-02-25,confirmed
4653,4653,2024-07-07,confirmed
4654,4654,2023-06-06,confirmed
4655,4655,2024-04-20,refunded
4656,4656,2024-07-22,confirmed
4657,4657,2024-02-05,confirmed
4658,4658,2024-06-05,refunded
4659,4659,2024-04-15,confirmed
4660,4660,2023-09-11,refunded
4661,4661,2024-07-26,confirmed
4662,4662,2023-07-29,confirmed
4663,4663,2024-02-08,confirmed
4664,4664,2024-06-06,confirmed
4665,4665,2023-09-23,confirmed
4666,4666,2023-08-05,confirmed
4667,4667,2023-11-24,confirmed
4668,4668,2024-07-28,confirmed
4669,4669,2024-10-16,confirmed
4670,4670,2024-01-20,confirmed
4671,4671,2024-04-09,confirmed
4672,4672,2024-09-28,failed
4673,4673,2023-03-15,confirmed
4674,4674,2023-06-14,confirmed
4675,4675,2024-05-11,confirmed
4676,4676,2024-07-30,confirmed
4677,4677,2024-08-26,refunded
4678,4678,2023-10-21,confirmed
4679,4679,2023-03-08,confirmed
4680,4680,2023-11-09,confirmed
4681,4681,2023-06-12,refunded
4682,4682,2023-07-23,confirmed
4683,4683,2024-06-29,confirmed
4684,4684,2023-02-26,refunded
4685,4685,2024-08-07,confirmed
4686,4686,2023-10-28,confirmed
4687,4687,2024-02-22,confirmed
4688,4688,2023-03-05,confirmed
4689,4689,2023-09-01,confirmed
4690,4690,2023-03-08,confirmed
4691,4691,2024-11-04,confirmed
4692,4692,2024-07-26,confirmed
4693,4693,2023-11-23,refunded
4694,4694,2023-06-09,confirmed
4695,4695,2024-10-18,confirmed
4696,4696,2023-09-04,refunded
4697,4697,2023-04-27,confirmed
4698,4698,2024-02-03,confirmed
4699,4699,2024-10-24,confirmed
4700,4700,2023-01-09,confirmed
4701,4701,2023-06-19,confirmed
4702,4702,2024-10-19,confirmed
4703,4703,2023-05-05,confirmed
4704,4704,2023-03-24,confirmed
4705,4705,2024-02-09,confirmed
4706,4706,2024-09-02,confirmed
4707,4707,2023-12-01,confirmed
4708,4708,2024-11-29,confirmed
4709,4709,2024-04-26,confirmed
4710,4710,2023-02-27,refunded
4711,4711,2024-11-26,refunded
4712,4712,2023-10-14,confirmed
4713,4713,2023-07-21,refunded
4714,4714,2024-02-01,refunded
4715,4715,2023-08-04,confirmed
4716,4716,2023-03-09,confirmed
4717,4717,2023-01-04,refunded
4718,4718,2023-11-18,confirmed
4719,4719,2024-08-09,confirmed
4720,4720,2024-02-10,confirmed
4721,4721,2024-12-06,confirmed
4722,4722,2023-07-26,confirmed
4723,4723,2023-07-20,confirmed
4724,4724,2023-04-29,confirmed
4725,4725,2023-05-01,failed
4726,4726,2023-07-26,confirmed
4727,4727,2024-07-15,confirmed
4728,4728,2024-10-02,confirmed
4729,4729,2024-11-15,confirmed
4730,4730,2023-06-14,confirmed
4731,4731,2024-09-10,refunded
4732,4732,2023-08-25,confirmed
4733,4733,2023-03-27,confirmed
4734,4734,2024-09-03,confirmed
4735,4735,2024-03-22,confirmed
4736,4736,2023-04-29,confirmed
4737,4737,2023-11-04,confirmed
4738,4738,2023-07-28,confirmed
4739,4739,2024-05-30,confirmed
4740,4740,2023-11-16,refunded
4741,4741,2024-11-28,confirmed
4742,4742,2023-02-09,confirmed
4743,4743,2023-09-12,confirmed
4744,4744,2023-12-05,confirmed
4745,4745,2023-12-20,confirmed
4746,4746,2023-08-15,refunded
4747,4747,2024-05-29,failed
4748,4748,2024-09-04,failed
4749,4749,2024-10-21,confirmed
4750,4750,2024-07-18,confirmed
4751,4751,2024-08-23,confirmed
4752,4752,2024-01-25,confirmed
4753,4753,2024-08-06,confirmed
4754,4754,2023-08-05,confirmed
4755,4755,2023-10-10,confirmed
4756,4756,2023-08-17,confirmed
4757,4757,2023-11-24,confirmed
4758,4758,2023-07-21,confirmed
4759,4759,2024-11-06,confirmed
4760,4760,2023-08-13,confirmed
4761,4761,2023-03-10,confirmed
4762,4762,2024-01-08,confirmed
4763,4763,2023-02-13,confirmed
4764,4764,2023-03-22,confirmed
4765,4765,2023-06-05,confirmed
4766,4766,2023-11-29,confirmed
4767,4767,2023-10-31,confirmed
4768,4768,2024-07-14,confirmed
4769,4769,2024-06-06,refunded
4770,4770,2023-10-27,confirmed
4771,4771,2023-08-22,confirmed
4772,4772,2023-08-16,confirmed
4773,4773,2024-07-02,confirmed
4774,4774,2023-02-10,confirmed
4775,4775,2023-01-16,confirmed
4776,4776,2024-07-15,confirmed
4777,4777,2023-12-07,confirmed
4778,4778,2023-04-09,refunded
4779,4779,2023-06-16,confirmed
4780,4780,2024-10-16,confirmed
4781,4781,2024-08-31,refunded
4782,4782,2024-05-18,confirmed
4783,4783,2023-12-11,confirmed
4784,4784,2024-01-02,confirmed
4785,4785,2024-11-18,confirmed
4786,4786,2024-11-08,confirmed
4787,4787,2023-06-06,confirmed
4788,4788,2024-07-27,confirmed
4789,4789,2023-05-22,confirmed
4790,4790,2023-06-05,confirmed
4791,4791,2024-04-23,confirmed
4792,4792,2023-10-11,confirmed
4793,4793,2024-10-21,confirmed
4794,4794,2023-03-08,confirmed
4795,4795,2023-12-26,confirmed
4796,4796,2024-10-06,confirmed
4797,4797,2024-09-24,confirmed
4798,4798,2023-04-24,confirmed
4799,4799,2023-09-15,confirmed
4800,4800,2024-03-10,confirmed
4801,4801,2023-04-25,refunded
4802,4802,2024-11-08,confirmed
4803,4803,2024-10-05,confirmed
4804,4804,2023-05-04,confirmed
4805,4805,2023-03-26,confirmed
4806,4806,2023-03-02,confirmed
4807,4807,2024-09-30,confirmed
4808,4808,2023-05-16,confirmed
4809,4809,2023-10-23,confirmed
4810,4810,2023-11-14,confirmed
4811,4811,2024-02-27,failed
4812,4812,2023-02-27,confirmed
4813,4813,2023-06-09,confirmed
4814,4814,2024-10-19,confirmed
4815,4815,2024-10-03,refunded
4816,4816,2024-06-30,confirmed
4817,4817,2023-01-21,confirmed
4818,4818,2023-08-17,confirmed
4819,4819,2024-03-20,failed
4820,4820,2023-07-18,confirmed
4821,4821,2024-09-30,confirmed
4822,4822,2024-03-25,confirmed
4823,4823,2023-02-20,confirmed
4824,4824,2024-10-03,refunded
4825,4825,2024-11-07,confirmed
4826,4826,2023-02-28,confirmed
4827,4827,2024-01-09,confirmed
4828,4828,2023-08-02,confirmed
4829,4829,2023-10-03,confirmed
4830,4830,2023-05-08,confirmed
4831,4831,2024-02-13,confirmed
4832,4832,2024-11-03,confirmed
4833,4833,2023-12-21,confirmed
4834,4834,2023-03-04,confirmed
4835,4835,2024-03-11,confirmed
4836,4836,2023-08-29,confirmed
4837,4837,2024-08-26,refunded
4838,4838,2023-11-07,confirmed
4839,4839,2023-05-17,confirmed
4840,4840,2023-05-14,confirmed
4841,4841,2024-06-27,confirmed
4842,4842,2023-07-07,confirmed
4843,4843,2024-06-21,confirmed
4844,4844,2023-05-25,confirmed
4845,4845,2023-08-18,confirmed
4846,4846,2023-11-28,refunded
4847,4847,2024-10-23,confirmed
4848,4848,2024-10-19,confirmed
4849,4849,2023-05-27,confirmed
4850,4850,2023-09-14,confirmed
4851,4851,2023-04-20,confirmed
4852,4852,2023-12-27,confirmed
4853,4853,2023-11-25,confirmed
4854,4854,2024-09-23,confirmed
4855,4855,2024-10-13,confirmed
4856,4856,2023-09-29,confirmed
4857,4857,2023-12-14,confirmed
4858,4858,2024-09-22,confirmed
4859,4859,2024-07-25,confirmed
4860,4860,2023-01-09,confirmed
4861,4861,2023-08-14,confirmed
4862,4862,2023-10-27,confirmed
4863,4863,2023-06-10,confirmed
4864,4864,2023-05-25,confirmed
4865,4865,2023-02-03,confirmed
4866,4866,2024-04-01,refunded
4867,4867,2023-07-04,confirmed
4868,4868,2023-02-13,confirmed
4869,4869,2023-06-11,confirmed
4870,4870,2024-07-21,confirmed
4871,4871,2024-08-22,failed
4872,4872,2023-12-05,confirmed
4873,4873,2023-10-23,confirmed
4874,4874,2024-11-16,confirmed
4875,4875,2023-05-24,confirmed
4876,4876,2023-06-02,refunded
4877,4877,2023-07-28,confirmed
4878,4878,2023-05-07,confirmed
4879,4879,2023-09-30,confirmed
4880,4880,2024-09-30,confirmed
4881,4881,2024-03-09,confirmed
4882,4882,2023-10-18,confirmed
4883,4883,2024-10-21,confirmed
4884,4884,2023-02-05,confirmed
4885,4885,2023-05-31,confirmed
4886,4886,2024-02-07,confirmed
4887,4887,2024-03-13,confirmed
4888,4888,2023-01-28,confirmed
4889,4889,2023-10-10,confirmed
4890,4890,2024-04-06,confirmed
4891,4891,2024-05-07,confirmed
4892,4892,2024-03-24,confirmed
4893,4893,2023-08-13,confirmed
4894,4894,2023-03-07,confirmed
4895,4895,2023-11-02,confirmed
