order item ID,order ID,product ID,quantity,price,total sale
1959,1959,82,1,3135.33,3135.33
1960,1960,586,5,1238.72,6193.6
1961,1961,481,5,3165.52,15827.6
1962,1962,535,2,3856.49,7712.98
1963,1963,746,3,4502.89,13508.67
1964,1964,12,2,4851.05,9702.1
1965,1965,501,5,3505.9,17529.5
1966,1966,220,4,4253.66,17014.64
1967,1967,759,3,4474.77,13424.31
1968,1968,755,5,739.4,3697.0
1969,1969,643,3,1096.67,3290.01
1970,1970,317,4,2074.32,8297.28
1971,1971,547,1,612.11,612.11
1972,1972,129,1,84.41,84.41
1973,1973,222,5,2863.13,14315.65
1974,1974,378,5,165.2,826.0
1975,1975,629,2,231.58,463.16
1976,1976,202,5,466.49,2332.45
1977,1977,623,1,1883.84,1883.84
1978,1978,233,1,2905.67,2905.67
1979,1979,241,2,4705.27,9410.54
1980,1980,728,4,3986.57,15946.28
1981,1981,340,3,534.28,1602.84
1982,1982,596,1,2396.11,2396.11
1983,1983,460,3,638.15,1914.45
1984,1984,632,5,4481.27,22406.35
1985,1985,179,5,4686.81,23434.05
1986,1986,325,4,4776.58,19106.32
1987,1987,87,3,3661.55,10984.65
1988,1988,528,1,1403.37,1403.37
1989,1989,366,2,1961.21,3922.42
1990,1990,91,1,641.99,641.99
1991,1991,14,3,1101.08,3303.24
1992,1992,29,3,2982.45,8947.35
1993,1993,654,1,3739.93,3739.93
1994,1994,351,1,2540.52,2540.52
1995,1995,135,4,4717.4,18869.6
1996,1996,428,5,4444.14,22220.7
1997,1997,334,4,624.56,2498.24
1998,1998,444,1,1884.68,1884.68
1999,1999,565,1,1785.41,1785.41
2000,2000,482,2,3493.96,6987.92
2001,2001,330,5,1276.27,6381.35
2002,2002,559,2,3787.93,7575.86
2003,2003,400,5,3784.99,18924.95
2004,2004,47,5,1592.97,7964.85
2005,2005,421,3,3968.32,11904.96
2006,2006,159,5,1226.31,6131.55
2007,2007,512,1,2120.3,2120.3
2008,2008,314,5,4815.11,24075.55
2009,2009,342,4,2393.69,9574.76
2010,2010,381,3,634.92,1904.76
2011,2011,97,2,2637.53,5275.06
2012,2012,150,5,1429.3,7146.5
2013,2013,697,2,1478.72,2957.44
2014,2014,31,1,3057.35,3057.35
2015,2015,716,2,4651.17,9302.34
2016,2016,609,5,2541.92,12709.6
2017,2017,636,2,2264.69,4529.38
2018,2018,169,1,251.84,251.84
2019,2019,9,5,3025.52,15127.6
2020,2020,176,2,913.11,1826.22
2021,2021,417,2,1501.39,3002.78
2022,2022,467,1,1464.27,1464.27
2023,2023,289,4,1468.38,5873.52
2024,2024,453,4,2149.9,8599.6
2025,2025,447,3,4930.71,14792.13
2026,2026,503,1,1582.16,1582.16
2027,2027,309,4,3986.17,15944.68
2028,2028,371,2,548.85,1097.7
2029,2029,288,1,2736.09,2736.09
2030,2030,192,2,4491.22,8982.44
2031,2031,425,2,334.92,669.84
2032,2032,467,3,1464.27,4392.81
2033,2033,46,3,3329.49,9988.47
2034,2034,762,5,1593.02,7965.1
2035,2035,406,1,4482.84,4482.84
2036,2036,100,4,584.06,2336.24
2037,2037,153,3,767.23,2301.69
2038,2038,484,1,3156.41,3156.41
2039,2039,720,3,3667.79,11003.37
2040,2040,77,4,3867.79,15471.16
2041,2041,96,3,2494.29,7482.87
2042,2042,119,5,4468.17,22340.85
2043,2043,242,1,4771.95,4771.95
2044,2044,741,1,2340.26,2340.26
2045,2045,19,2,2188.13,4376.26
2046,2046,78,5,416.52,2082.6
2047,2047,21,3,3078.67,9236.01
2048,2048,736,2,4392.14,8784.28
2049,2049,50,3,965.03,2895.09
2050,2050,664,5,1224.27,6121.35
2051,2051,61,2,1973.95,3947.9
2052,2052,336,4,251.61,1006.44
2053,2053,357,1,181.23,181.23
2054,2054,72,5,1033.64,5168.2
2055,2055,349,5,1904.33,9521.65
2056,2056,435,3,466.33,1398.99
2057,2057,434,4,550.56,2202.24
2058,2058,57,4,488.04,1952.16
2059,2059,197,5,3643.48,18217.4
2060,2060,536,5,4726.59,23632.95
2061,2061,255,1,888.99,888.99
2062,2062,709,4,1310.47,5241.88
2063,2063,557,5,713.38,3566.9
2064,2064,182,1,611.69,611.69
2065,2065,748,3,2740.59,8221.77
2066,2066,626,4,1876.12,7504.48
2067,2067,267,2,3500.23,7000.46
2068,2068,225,2,1362.75,2725.5
2069,2069,93,5,3815.89,19079.45
2070,2070,98,5,2166.33,10831.65
2071,2071,749,1,4537.04,4537.04
2072,2072,311,5,2222.91,11114.55
2073,2073,48,5,2624.34,13121.7
2074,2074,169,1,251.84,251.84
2075,2075,472,2,4850.9,9701.8
2076,2076,570,1,1773.86,1773.86
2077,2077,423,4,501.47,2005.88
2078,2078,213,4,3277.21,13108.84
2079,2079,584,5,1677.32,8386.6
2080,2080,394,5,3893.24,19466.2
2081,2081,309,2,3986.17,7972.34
2082,2082,109,2,1182.55,2365.1
2083,2083,587,3,425.52,1276.56
2084,2084,501,4,3505.9,14023.6
2085,2085,78,4,416.52,1666.08
2086,2086,581,3,2322.72,6968.16
2087,2087,512,3,2120.3,6360.9
2088,2088,50,4,965.03,3860.12
2089,2089,112,5,848.05,4240.25
2090,2090,538,4,1274.37,5097.48
2091,2091,550,3,3872.98,11618.94
2092,2092,556,2,2047.24,4094.48
2093,2093,529,1,329.06,329.06
2094,2094,372,2,140.2,280.4
2095,2095,500,2,4931.74,9863.48
2096,2096,53,3,4700.52,14101.56
2097,2097,676,4,4912.77,19651.08
2098,2098,737,3,1992.6,5977.8
2099,2099,607,3,1071.35,3214.05
2100,2100,18,5,2647.54,13237.7
2101,2101,268,5,3527.3,17636.5
2102,2102,454,1,4536.45,4536.45
2103,2103,395,5,1736.98,8684.9
2104,2104,255,1,888.99,888.99
2105,2105,169,2,251.84,503.68
2106,2106,471,2,110.16,220.32
2107,2107,631,3,3581.08,10743.24
2108,2108,369,2,1019.17,2038.34
2109,2109,133,5,643.33,3216.65
2110,2110,196,5,1778.59,8892.95
2111,2111,165,5,496.93,2484.65
2112,2112,252,4,1956.23,7824.92
2113,2113,47,5,1592.97,7964.85
2114,2114,390,3,4043.83,12131.49
2115,2115,22,3,740.49,2221.47
2116,2116,602,2,1429.02,2858.04
2117,2117,541,1,4772.55,4772.55
2118,2118,749,4,4537.04,18148.16
2119,2119,147,1,3067.34,3067.34
2120,2120,552,4,4268.3,17073.2
2121,2121,206,3,95.53,286.59
2122,2122,47,3,1592.97,4778.91
2123,2123,360,4,2898.6,11594.4
2124,2124,700,2,2431.64,4863.28
2125,2125,424,5,2497.38,12486.9
2126,2126,749,5,4537.04,22685.2
2127,2127,763,1,1280.02,1280.02
2128,2128,411,3,1630.6,4891.8
2129,2129,485,5,2942.36,14711.8
2130,2130,704,3,715.35,2146.05
2131,2131,525,3,4199.73,12599.19
2132,2132,492,3,3119.66,9358.98
2133,2133,598,5,902.98,4514.9
2134,2134,254,5,1618.76,8093.8
2135,2135,502,5,2703.68,13518.4
2136,2136,207,4,552.28,2209.12
2137,2137,335,5,277.71,1388.55
2138,2138,281,3,4455.53,13366.59
2139,2139,85,3,1589.36,4768.08
2140,2140,427,1,2235.58,2235.58
2141,2141,55,2,3009.6,6019.2
2142,2142,585,4,3185.33,12741.32
2143,2143,473,1,263.64,263.64
2144,2144,241,4,4705.27,18821.08
2145,2145,28,4,2595.46,10381.84
2146,2146,413,3,4755.51,14266.53
2147,2147,606,3,2330.85,6992.55
2148,2148,345,3,2022.6,6067.8
2149,2149,468,3,4349.57,13048.71
2150,2150,419,1,3378.97,3378.97
2151,2151,385,2,3688.6,7377.2
2152,2152,174,2,1171.15,2342.3
2153,2153,359,1,4704.14,4704.14
2154,2154,24,2,1863.49,3726.98
2155,2155,733,5,3342.73,16713.65
2156,2156,403,5,2551.0,12755.0
2157,2157,19,5,2188.13,10940.65
2158,2158,673,3,447.16,1341.48
2159,2159,53,5,4700.52,23502.6
2160,2160,104,4,2567.42,10269.68
2161,2161,343,4,907.35,3629.4
2162,2162,695,1,618.44,618.44
2163,2163,52,4,3886.91,15547.64
2164,2164,369,1,1019.17,1019.17
2165,2165,743,2,3750.67,7501.34
2166,2166,611,4,244.6,978.4
2167,2167,220,4,4253.66,17014.64
2168,2168,624,1,2448.39,2448.39
2169,2169,357,4,181.23,724.92
2170,2170,425,1,334.92,334.92
2171,2171,579,4,2485.98,9943.92
2172,2172,428,3,4444.14,13332.42
2173,2173,754,2,1707.78,3415.56
2174,2174,268,4,3527.3,14109.2
2175,2175,635,2,580.5,1161.0
2176,2176,251,4,1507.52,6030.08
2177,2177,456,4,2488.49,9953.96
2178,2178,431,3,757.81,2273.43
2179,2179,194,5,3183.85,15919.25
2180,2180,21,5,3078.67,15393.35
2181,2181,75,2,3548.94,7097.88
2182,2182,33,2,372.01,744.02
2183,2183,525,3,4199.73,12599.19
2184,2184,207,1,552.28,552.28
2185,2185,535,2,3856.49,7712.98
2186,2186,748,5,2740.59,13702.95
2187,2187,510,3,3642.31,10926.93
2188,2188,127,1,4099.17,4099.17
2189,2189,733,3,3342.73,10028.19
2190,2190,60,5,1660.39,8301.95
2191,2191,113,3,4652.0,13956.0
2192,2192,20,4,1491.58,5966.32
2193,2193,467,5,1464.27,7321.35
2194,2194,102,1,3200.23,3200.23
2195,2195,228,3,1995.83,5987.49
2196,2196,299,5,3133.31,15666.55
2197,2197,734,5,2639.17,13195.85
2198,2198,565,1,1785.41,1785.41
2199,2199,748,5,2740.59,13702.95
2200,2200,456,1,2488.49,2488.49
2201,2201,194,5,3183.85,15919.25
2202,2202,510,3,3642.31,10926.93
2203,2203,470,1,4817.95,4817.95
2204,2204,70,1,4935.09,4935.09
2205,2205,478,5,2791.58,13957.9
2206,2206,224,4,1870.19,7480.76
2207,2207,643,1,1096.67,1096.67
2208,2208,632,4,4481.27,17925.08
2209,2209,588,2,687.95,1375.9
2210,2210,282,3,1723.08,5169.24
2211,2211,204,4,4497.84,17991.36
2212,2212,674,3,2646.33,7938.99
2213,2213,618,1,1420.54,1420.54
2214,2214,713,3,2384.3,7152.9
2215,2215,200,4,3910.38,15641.52
2216,2216,278,1,3267.32,3267.32
2217,2217,187,4,4095.25,16381.0
2218,2218,201,1,3228.06,3228.06
2219,2219,102,4,3200.23,12800.92
2220,2220,204,1,4497.84,4497.84
2221,2221,588,4,687.95,2751.8
2222,2222,309,2,3986.17,7972.34
2223,2223,46,4,3329.49,13317.96
2224,2224,183,4,4627.23,18508.92
2225,2225,146,2,232.59,465.18
2226,2226,273,3,4342.01,13026.03
2227,2227,677,1,604.59,604.59
2228,2228,543,4,1181.78,4727.12
2229,2229,615,3,4374.21,13122.63
2230,2230,511,5,3086.41,15432.05
2231,2231,224,3,1870.19,5610.57
2232,2232,19,5,2188.13,10940.65
2233,2233,309,1,3986.17,3986.17
2234,2234,170,5,2974.92,14874.6
2235,2235,484,2,3156.41,6312.82
2236,2236,728,2,3986.57,7973.14
2237,2237,548,3,3374.29,10122.87
2238,2238,346,2,3098.46,6196.92
2239,2239,212,2,3474.88,6949.76
2240,2240,334,3,624.56,1873.68
2241,2241,437,4,410.18,1640.72
2242,2242,37,1,1557.84,1557.84
2243,2243,229,5,4465.63,22328.15
2244,2244,75,3,3548.94,10646.82
2245,2245,582,2,4901.16,9802.32
2246,2246,677,5,604.59,3022.95
2247,2247,416,4,2269.81,9079.24
2248,2248,417,1,1501.39,1501.39
2249,2249,430,1,629.48,629.48
2250,2250,337,2,4284.53,8569.06
2251,2251,482,4,3493.96,13975.84
2252,2252,739,1,2223.72,2223.72
2253,2253,422,5,3958.61,19793.05
2254,2254,191,5,510.86,2554.3
2255,2255,236,2,3626.14,7252.28
2256,2256,706,4,4950.3,19801.2
2257,2257,480,5,2639.33,13196.65
2258,2258,626,1,1876.12,1876.12
2259,2259,23,5,1496.12,7480.6
2260,2260,653,1,2954.86,2954.86
2261,2261,284,4,515.21,2060.84
2262,2262,144,2,1539.35,3078.7
2263,2263,525,2,4199.73,8399.46
2264,2264,383,2,3163.27,6326.54
2265,2265,497,3,2939.1,8817.3
2266,2266,152,2,1235.83,2471.66
2267,2267,486,2,4510.73,9021.46
2268,2268,96,1,2494.29,2494.29
2269,2269,686,4,2805.98,11223.92
2270,2270,307,4,2605.69,10422.76
2271,2271,538,5,1274.37,6371.85
2272,2272,427,2,2235.58,4471.16
2273,2273,79,4,1824.41,7297.64
2274,2274,80,4,623.55,2494.2
2275,2275,1,4,1903.97,7615.88
2276,2276,28,4,2595.46,10381.84
2277,2277,528,1,1403.37,1403.37
2278,2278,223,2,513.69,1027.38
2279,2279,400,4,3784.99,15139.96
2280,2280,622,1,1086.28,1086.28
2281,2281,708,3,4058.88,12176.64
2282,2282,43,5,220.22,1101.1
2283,2283,24,1,1863.49,1863.49
2284,2284,675,5,2081.46,10407.3
2285,2285,627,5,2339.55,11697.75
2286,2286,57,3,488.04,1464.12
2287,2287,597,3,3354.41,10063.23
2288,2288,173,3,2584.86,7754.58
2289,2289,269,1,1829.48,1829.48
2290,2290,713,3,2384.3,7152.9
2291,2291,711,4,3813.13,15252.52
2292,2292,300,1,472.47,472.47
2293,2293,541,2,4772.55,9545.1
2294,2294,151,3,4545.92,13637.76
2295,2295,501,1,3505.9,3505.9
2296,2296,702,3,306.53,919.59
2297,2297,594,5,1761.05,8805.25
2298,2298,600,4,252.3,1009.2
2299,2299,190,5,1247.17,6235.85
2300,2300,477,3,415.29,1245.87
2301,2301,765,1,215.99,215.99
2302,2302,161,4,1870.53,7482.12
2303,2303,617,5,352.34,1761.7
2304,2304,127,4,4099.17,16396.68
2305,2305,533,4,4983.35,19933.4
2306,2306,286,3,227.91,683.73
2307,2307,612,4,4007.08,16028.32
2308,2308,673,2,447.16,894.32
2309,2309,692,2,2155.91,4311.82
2310,2310,397,5,4299.14,21495.7
2311,2311,517,5,1913.49,9567.45
2312,2312,64,1,1815.93,1815.93
2313,2313,646,3,4458.11,13374.33
2314,2314,165,5,496.93,2484.65
2315,2315,332,1,3801.34,3801.34
2316,2316,268,5,3527.3,17636.5
2317,2317,314,1,4815.11,4815.11
2318,2318,468,3,4349.57,13048.71
2319,2319,94,3,2828.32,8484.96
2320,2320,580,5,1328.31,6641.55
2321,2321,391,2,4953.0,9906.0
2322,2322,383,4,3163.27,12653.08
2323,2323,676,5,4912.77,24563.85
2324,2324,126,1,2164.18,2164.18
2325,2325,113,3,4652.0,13956.0
2326,2326,402,5,4517.64,22588.2
2327,2327,737,3,1992.6,5977.8
2328,2328,201,5,3228.06,16140.3
2329,2329,592,3,3222.33,9666.99
2330,2330,573,2,2012.89,4025.78
2331,2331,550,1,3872.98,3872.98
2332,2332,753,5,3157.15,15785.75
2333,2333,64,3,1815.93,5447.79
2334,2334,622,5,1086.28,5431.4
2335,2335,50,1,965.03,965.03
2336,2336,262,5,4950.77,24753.85
2337,2337,181,4,1738.28,6953.12
2338,2338,499,3,4873.25,14619.75
2339,2339,505,1,3439.42,3439.42
2340,2340,382,2,3498.85,6997.7
2341,2341,460,4,638.15,2552.6
2342,2342,367,5,4807.89,24039.45
2343,2343,315,5,4188.1,20940.5
2344,2344,406,4,4482.84,17931.36
2345,2345,421,2,3968.32,7936.64
2346,2346,592,2,3222.33,6444.66
2347,2347,664,5,1224.27,6121.35
2348,2348,664,5,1224.27,6121.35
2349,2349,522,2,1935.41,3870.82
2350,2350,478,2,2791.58,5583.16
2351,2351,589,2,683.83,1367.66
2352,2352,650,5,2517.29,12586.45
2353,2353,58,3,1020.12,3060.36
2354,2354,474,4,4461.16,17844.64
2355,2355,261,2,3094.29,6188.58
2356,2356,689,5,3858.99,19294.95
2357,2357,640,1,1917.56,1917.56
2358,2358,147,5,3067.34,15336.7
2359,2359,593,3,950.31,2850.93
2360,2360,372,3,140.2,420.6
2361,2361,608,2,1853.14,3706.28
2362,2362,116,4,4363.73,17454.92
2363,2363,423,5,501.47,2507.35
2364,2364,123,4,1624.12,6496.48
2365,2365,1,1,1903.97,1903.97
2366,2366,715,4,1776.9,7107.6
2367,2367,337,4,4284.53,17138.12
2368,2368,662,2,4933.25,9866.5
2369,2369,108,1,3789.98,3789.98
2370,2370,722,3,947.1,2841.3
2371,2371,403,4,2551.0,10204.0
2372,2372,539,1,2280.19,2280.19
2373,2373,694,1,1249.93,1249.93
2374,2374,145,3,1459.96,4379.88
2375,2375,439,2,3545.9,7091.8
2376,2376,670,1,1461.22,1461.22
2377,2377,565,3,1785.41,5356.23
2378,2378,81,5,4322.36,21611.8
2379,2379,394,1,3893.24,3893.24
2380,2380,94,5,2828.32,14141.6
2381,2381,158,5,3820.02,19100.1
2382,2382,538,1,1274.37,1274.37
2383,2383,453,3,2149.9,6449.7
2384,2384,21,5,3078.67,15393.35
2385,2385,312,2,438.36,876.72
2386,2386,264,4,2615.73,10462.92
2387,2387,669,5,973.51,4867.55
2388,2388,160,5,3654.67,18273.35
2389,2389,448,4,3779.22,15116.88
2390,2390,428,3,4444.14,13332.42
2391,2391,757,2,3119.36,6238.72
2392,2392,353,2,3310.53,6621.06
2393,2393,580,5,1328.31,6641.55
2394,2394,651,1,480.26,480.26
2395,2395,604,1,489.08,489.08
2396,2396,677,5,604.59,3022.95
2397,2397,648,1,3411.56,3411.56
2398,2398,442,2,4933.87,9867.74
2399,2399,642,2,1644.29,3288.58
2400,2400,6,4,822.17,3288.68
2401,2401,672,2,4488.99,8977.98
2402,2402,356,3,3229.98,9689.94
2403,2403,403,2,2551.0,5102.0
2404,2404,363,5,2318.35,11591.75
2405,2405,402,1,4517.64,4517.64
2406,2406,601,1,886.23,886.23
2407,2407,60,2,1660.39,3320.78
2408,2408,168,2,973.27,1946.54
2409,2409,578,1,4636.61,4636.61
2410,2410,662,1,4933.25,4933.25
2411,2411,37,2,1557.84,3115.68
2412,2412,33,3,372.01,1116.03
2413,2413,276,3,2532.51,7597.53
2414,2414,424,1,2497.38,2497.38
2415,2415,140,4,4860.32,19441.28
2416,2416,49,3,2756.22,8268.66
2417,2417,674,5,2646.33,13231.65
2418,2418,359,1,4704.14,4704.14
2419,2419,60,3,1660.39,4981.17
2420,2420,66,2,2736.35,5472.7
2421,2421,284,4,515.21,2060.84
2422,2422,467,2,1464.27,2928.54
2423,2423,696,2,3072.57,6145.14
2424,2424,436,4,3519.8,14079.2
2425,2425,11,1,151.89,151.89
2426,2426,171,2,3403.94,6807.88
2427,2427,764,1,3732.53,3732.53
2428,2428,176,1,913.11,913.11
2429,2429,698,1,2927.13,2927.13
2430,2430,697,2,1478.72,2957.44
2431,2431,654,1,3739.93,3739.93
2432,2432,182,2,611.69,1223.38
2433,2433,642,1,1644.29,1644.29
2434,2434,42,5,2501.13,12505.65
2435,2435,760,2,3953.56,7907.12
2436,2436,647,5,2988.28,14941.4
2437,2437,244,1,1882.29,1882.29
2438,2438,614,2,454.71,909.42
2439,2439,649,4,3956.4,15825.6
2440,2440,33,5,372.01,1860.05
2441,2441,377,3,4232.13,12696.39
2442,2442,762,3,1593.02,4779.06
2443,2443,324,4,1435.67,5742.68
2444,2444,448,4,3779.22,15116.88
2445,2445,191,3,510.86,1532.58
2446,2446,392,2,2092.46,4184.92
2447,2447,360,1,2898.6,2898.6
2448,2448,137,2,2618.01,5236.02
2449,2449,140,3,4860.32,14580.96
2450,2450,58,5,1020.12,5100.6
2451,2451,300,5,472.47,2362.35
2452,2452,651,1,480.26,480.26
2453,2453,656,1,681.52,681.52
2454,2454,578,3,4636.61,13909.83
2455,2455,111,3,1484.27,4452.81
2456,2456,166,1,4184.75,4184.75
2457,2457,683,5,895.89,4479.45
2458,2458,357,4,181.23,724.92
2459,2459,110,4,431.05,1724.2
2460,2460,368,4,4531.49,18125.96
2461,2461,195,5,1728.2,8641.0
2462,2462,355,2,399.32,798.64
2463,2463,585,2,3185.33,6370.66
2464,2464,187,5,4095.25,20476.25
2465,2465,740,2,1915.87,3831.74
2466,2466,391,4,4953.0,19812.0
2467,2467,501,5,3505.9,17529.5
2468,2468,121,1,4046.83,4046.83
2469,2469,410,5,501.87,2509.35
2470,2470,460,3,638.15,1914.45
2471,2471,464,4,2937.68,11750.72
2472,2472,664,4,1224.27,4897.08
2473,2473,193,3,4507.07,13521.21
2474,2474,440,4,452.68,1810.72
2475,2475,63,3,4152.25,12456.75
2476,2476,410,3,501.87,1505.61
2477,2477,314,4,4815.11,19260.44
2478,2478,27,5,1038.39,5191.95
2479,2479,325,3,4776.58,14329.74
2480,2480,38,1,533.48,533.48
2481,2481,47,3,1592.97,4778.91
2482,2482,497,1,2939.1,2939.1
2483,2483,240,5,926.7,4633.5
2484,2484,731,3,863.12,2589.36
2485,2485,533,3,4983.35,14950.05
2486,2486,591,3,737.19,2211.57
2487,2487,507,1,4559.09,4559.09
2488,2488,396,5,4657.25,23286.25
2489,2489,125,4,1178.28,4713.12
2490,2490,331,2,1812.06,3624.12
2491,2491,708,3,4058.88,12176.64
2492,2492,365,3,4710.25,14130.75
2493,2493,598,3,902.98,2708.94
2494,2494,122,4,4485.65,17942.6
2495,2495,683,5,895.89,4479.45
2496,2496,691,1,1652.21,1652.21
2497,2497,89,4,4441.7,17766.8
2498,2498,536,5,4726.59,23632.95
2499,2499,9,2,3025.52,6051.04
2500,2500,317,5,2074.32,10371.6
2501,2501,321,5,2768.67,13843.35
2502,2502,142,1,1296.32,1296.32
2503,2503,752,5,4702.17,23510.85
2504,2504,490,5,4456.81,22284.05
2505,2505,93,3,3815.89,11447.67
2506,2506,20,1,1491.58,1491.58
2507,2507,173,5,2584.86,12924.3
2508,2508,679,5,4848.88,24244.4
2509,2509,340,3,534.28,1602.84
2510,2510,753,1,3157.15,3157.15
2511,2511,158,2,3820.02,7640.04
2512,2512,461,1,631.75,631.75
2513,2513,470,4,4817.95,19271.8
2514,2514,614,5,454.71,2273.55
2515,2515,73,4,77.33,309.32
2516,2516,348,4,274.25,1097.0
2517,2517,23,2,1496.12,2992.24
2518,2518,288,5,2736.09,13680.45
2519,2519,337,1,4284.53,4284.53
2520,2520,678,3,2019.39,6058.17
2521,2521,62,5,1393.18,6965.9
2522,2522,555,4,4389.44,17557.76
2523,2523,597,4,3354.41,13417.64
2524,2524,566,5,2970.09,14850.45
2525,2525,493,2,1423.04,2846.08
2526,2526,553,1,2781.94,2781.94
2527,2527,564,3,122.0,366.0
2528,2528,695,2,618.44,1236.88
2529,2529,429,1,1787.03,1787.03
2530,2530,430,5,629.48,3147.4
2531,2531,435,2,466.33,932.66
2532,2532,215,3,3575.29,10725.87
2533,2533,326,1,3702.59,3702.59
2534,2534,68,5,4020.88,20104.4
2535,2535,561,1,3535.19,3535.19
2536,2536,23,3,1496.12,4488.36
2537,2537,448,5,3779.22,18896.1
2538,2538,289,4,1468.38,5873.52
2539,2539,588,4,687.95,2751.8
2540,2540,228,2,1995.83,3991.66
2541,2541,765,5,215.99,1079.95
2542,2542,571,5,2594.25,12971.25
2543,2543,564,2,122.0,244.0
2544,2544,605,1,647.15,647.15
2545,2545,206,2,95.53,191.06
2546,2546,519,5,4937.02,24685.1
2547,2547,555,4,4389.44,17557.76
2548,2548,560,1,3120.53,3120.53
2549,2549,630,5,1299.56,6497.8
2550,2550,762,3,1593.02,4779.06
2551,2551,239,4,3245.09,12980.36
2552,2552,549,4,2625.52,10502.08
2553,2553,462,2,3263.59,6527.18
2554,2554,297,5,3861.47,19307.35
2555,2555,681,5,4094.51,20472.55
2556,2556,487,2,274.96,549.92
2557,2557,744,5,2538.47,12692.35
2558,2558,673,5,447.16,2235.8
2559,2559,432,4,3819.48,15277.92
2560,2560,458,1,2369.87,2369.87
2561,2561,445,3,4073.36,12220.08
2562,2562,267,3,3500.23,10500.69
2563,2563,314,1,4815.11,4815.11
2564,2564,211,3,2766.23,8298.69
2565,2565,691,1,1652.21,1652.21
2566,2566,765,5,215.99,1079.95
2567,2567,739,2,2223.72,4447.44
2568,2568,143,5,2511.38,12556.9
2569,2569,517,2,1913.49,3826.98
2570,2570,496,1,1799.09,1799.09
2571,2571,365,5,4710.25,23551.25
2572,2572,573,1,2012.89,2012.89
2573,2573,653,4,2954.86,11819.44
2574,2574,301,1,305.82,305.82
2575,2575,272,5,4060.06,20300.3
2576,2576,292,2,234.87,469.74
2577,2577,760,4,3953.56,15814.24
2578,2578,608,5,1853.14,9265.7
2579,2579,45,5,1330.96,6654.8
2580,2580,131,5,2116.18,10580.9
2581,2581,106,4,1284.0,5136.0
2582,2582,421,5,3968.32,19841.6
2583,2583,264,2,2615.73,5231.46
2584,2584,1,5,1903.97,9519.85
2585,2585,467,3,1464.27,4392.81
2586,2586,584,1,1677.32,1677.32
2587,2587,30,3,279.93,839.79
2588,2588,620,2,3753.89,7507.78
2589,2589,452,2,2814.1,5628.2
2590,2590,383,1,3163.27,3163.27
2591,2591,85,2,1589.36,3178.72
2592,2592,596,2,2396.11,4792.22
2593,2593,28,5,2595.46,12977.3
2594,2594,601,1,886.23,886.23
2595,2595,609,3,2541.92,7625.76
2596,2596,183,5,4627.23,23136.15
2597,2597,318,5,907.81,4539.05
2598,2598,15,3,950.03,2850.09
2599,2599,97,2,2637.53,5275.06
2600,2600,707,4,1645.65,6582.6
2601,2601,656,4,681.52,2726.08
2602,2602,602,2,1429.02,2858.04
2603,2603,349,5,1904.33,9521.65
2604,2604,507,3,4559.09,13677.27
2605,2605,608,4,1853.14,7412.56
2606,2606,584,5,1677.32,8386.6
2607,2607,43,4,220.22,880.88
2608,2608,263,3,743.42,2230.26
2609,2609,135,5,4717.4,23587.0
2610,2610,698,1,2927.13,2927.13
2611,2611,119,5,4468.17,22340.85
2612,2612,220,1,4253.66,4253.66
2613,2613,234,2,2487.96,4975.92
2614,2614,403,3,2551.0,7653.0
2615,2615,539,4,2280.19,9120.76
2616,2616,148,2,2538.26,5076.52
2617,2617,622,2,1086.28,2172.56
2618,2618,159,5,1226.31,6131.55
2619,2619,514,5,4337.02,21685.1
2620,2620,213,1,3277.21,3277.21
2621,2621,701,1,2686.32,2686.32
2622,2622,354,2,856.53,1713.06
2623,2623,753,2,3157.15,6314.3
2624,2624,330,5,1276.27,6381.35
2625,2625,312,5,438.36,2191.8
2626,2626,709,4,1310.47,5241.88
2627,2627,164,3,2702.08,8106.24
2628,2628,115,4,3185.35,12741.4
2629,2629,535,3,3856.49,11569.47
2630,2630,39,2,3436.95,6873.9
2631,2631,585,5,3185.33,15926.65
2632,2632,596,4,2396.11,9584.44
2633,2633,326,3,3702.59,11107.77
2634,2634,165,1,496.93,496.93
2635,2635,621,3,963.38,2890.14
2636,2636,109,3,1182.55,3547.65
2637,2637,194,5,3183.85,15919.25
2638,2638,571,4,2594.25,10377.0
2639,2639,197,2,3643.48,7286.96
2640,2640,270,4,1503.28,6013.12
2641,2641,83,2,1687.95,3375.9
2642,2642,365,1,4710.25,4710.25
2643,2643,650,5,2517.29,12586.45
2644,2644,248,3,4834.94,14504.82
2645,2645,689,4,3858.99,15435.96
2646,2646,693,4,2562.67,10250.68
2647,2647,565,2,1785.41,3570.82
2648,2648,96,4,2494.29,9977.16
2649,2649,89,3,4441.7,13325.1
2650,2650,686,2,2805.98,5611.96
2651,2651,577,3,778.01,2334.03
2652,2652,611,2,244.6,489.2
2653,2653,633,3,2582.8,7748.4
2654,2654,570,2,1773.86,3547.72
2655,2655,679,5,4848.88,24244.4
2656,2656,347,4,3193.71,12774.84
2657,2657,330,3,1276.27,3828.81
2658,2658,569,1,4525.59,4525.59
2659,2659,354,5,856.53,4282.65
2660,2660,609,5,2541.92,12709.6
2661,2661,408,3,103.65,310.95
2662,2662,179,3,4686.81,14060.43
2663,2663,87,1,3661.55,3661.55
2664,2664,638,3,1250.23,3750.69
2665,2665,257,1,4683.97,4683.97
2666,2666,462,3,3263.59,9790.77
2667,2667,732,1,4082.14,4082.14
