order ID,order date,customer ID,seller ID,order status
2719,2023-01-07,763,44,delivered
2720,2024-06-28,391,43,delivered
2721,2023-11-19,793,52,delivered
2722,2024-11-23,177,52,returned
2723,2023-12-05,872,46,delivered
2724,2024-11-21,583,5,returned
2725,2024-06-12,887,19,processing
2726,2023-06-24,596,30,delivered
2727,2024-01-12,701,49,shipped
2728,2024-11-25,604,47,shipped
2729,2024-08-23,881,52,delivered
2730,2023-03-10,69,17,delivered
2731,2024-05-09,308,29,delivered
2732,2023-08-30,676,12,shipped
2733,2023-01-05,691,8,delivered
2734,2023-10-10,545,15,delivered
2735,2023-06-14,53,53,delivered
2736,2024-07-27,216,34,delivered
2737,2023-08-25,714,28,delivered
2738,2024-08-02,38,21,delivered
2739,2023-01-01,428,53,processing
2740,2023-08-04,261,17,shipped
2741,2023-06-18,374,53,shipped
2742,2023-06-13,31,42,delivered
2743,2023-02-17,393,18,shipped
2744,2023-05-11,800,24,delivered
2745,2024-01-24,425,24,delivered
2746,2023-07-23,5,12,returned
2747,2023-10-20,691,1,delivered
2748,2023-09-21,54,36,delivered
2749,2024-09-05,731,32,delivered
2750,2024-09-25,504,5,delivered
2751,2023-12-12,796,26,processing
2752,2023-08-20,508,3,delivered
2753,2023-03-16,780,33,processing
2754,2024-10-29,453,39,delivered
2755,2023-02-12,200,20,delivered
2756,2023-07-28,273,12,delivered
2757,2023-07-28,776,53,shipped
2758,2023-08-13,226,38,processing
2759,2023-04-26,471,20,delivered
2760,2024-07-02,18,17,delivered
2761,2023-03-27,755,43,returned
2762,2024-03-20,629,8,delivered
2763,2023-03-28,10,43,delivered
2764,2023-02-19,39,13,delivered
2765,2024-09-28,41,9,delivered
2766,2023-05-14,620,19,delivered
2767,2024-07-28,44,26,delivered
2768,2024-01-17,197,52,processing
2769,2023-02-24,299,5,shipped
2770,2024-10-30,209,42,processing
2771,2023-06-22,459,45,delivered
2772,2024-08-24,879,25,delivered
2773,2023-04-29,688,5,shipped
2774,2024-08-20,787,23,cancelled
2775,2023-01-10,789,35,delivered
2776,2023-12-25,236,49,delivered
2777,2024-06-22,515,32,shipped
2778,2024-10-16,360,54,returned
2779,2024-09-28,824,42,returned
2780,2024-07-27,383,49,shipped
2781,2024-09-13,427,6,delivered
2782,2023-05-20,897,14,delivered
2783,2023-07-18,344,41,cancelled
2784,2023-07-22,254,29,delivered
2785,2023-09-21,548,37,delivered
2786,2023-10-03,507,55,cancelled
2787,2024-01-17,518,22,delivered
2788,2023-04-22,330,20,shipped
2789,2024-04-28,488,8,shipped
2790,2023-04-28,814,27,delivered
2791,2023-08-06,482,48,delivered
2792,2023-12-19,472,7,delivered
2793,2024-07-11,532,55,shipped
2794,2024-06-01,437,34,delivered
2795,2024-03-27,422,41,delivered
2796,2023-04-20,803,28,returned
2797,2024-01-18,162,31,delivered
2798,2023-03-03,750,21,delivered
2799,2023-09-22,434,10,delivered
2800,2023-10-17,559,51,delivered
2801,2023-01-28,804,36,returned
2802,2023-07-11,16,13,delivered
2803,2024-10-30,620,26,delivered
2804,2024-10-29,689,34,processing
2805,2023-09-04,65,19,shipped
2806,2023-01-31,575,6,delivered
2807,2023-05-06,820,48,processing
2808,2023-10-02,73,15,shipped
2809,2024-10-25,204,46,delivered
2810,2023-04-09,254,45,shipped
2811,2024-06-18,572,49,cancelled
2812,2023-03-18,613,18,delivered
2813,2024-11-17,529,20,shipped
2814,2023-09-25,195,1,returned
2815,2024-06-26,251,22,shipped
2816,2023-08-28,550,36,delivered
2817,2024-03-15,285,48,delivered
2818,2023-05-15,543,18,delivered
2819,2023-04-13,483,10,delivered
2820,2024-10-18,310,20,returned
2821,2024-10-04,870,40,delivered
2822,2024-09-13,181,6,delivered
2823,2024-03-13,794,49,shipped
2824,2024-07-19,653,37,delivered
2825,2023-02-18,245,22,delivered
2826,2023-08-23,441,4,delivered
2827,2023-08-08,275,4,delivered
2828,2024-03-20,224,19,processing
2829,2023-09-07,367,29,shipped
2830,2023-04-14,539,54,delivered
2831,2024-02-22,250,28,delivered
2832,2024-07-24,743,41,processing
2833,2023-09-25,13,13,cancelled
2834,2023-04-03,308,39,delivered
2835,2023-05-18,610,28,shipped
2836,2023-06-16,192,30,delivered
2837,2023-07-29,698,22,delivered
2838,2024-03-25,19,50,processing
2839,2024-02-25,339,54,delivered
2840,2024-05-02,771,23,delivered
2841,2023-09-11,579,18,delivered
2842,2024-07-30,26,17,delivered
2843,2023-05-23,6,54,shipped
2844,2023-11-25,141,31,delivered
2845,2024-07-14,750,28,delivered
2846,2023-05-07,742,8,delivered
2847,2023-03-18,27,32,shipped
2848,2024-09-10,105,43,delivered
2849,2023-08-29,856,6,shipped
2850,2024-04-23,522,8,shipped
2851,2023-01-18,784,54,returned
2852,2024-04-28,279,22,cancelled
2853,2023-08-10,303,40,delivered
2854,2023-02-09,12,51,delivered
2855,2024-03-02,668,47,shipped
2856,2023-06-18,77,31,shipped
2857,2023-09-28,18,51,delivered
2858,2023-02-26,570,6,delivered
2859,2023-04-14,642,4,delivered
2860,2023-07-28,174,55,cancelled
2861,2023-03-04,401,7,cancelled
2862,2024-09-29,87,34,delivered
2863,2023-01-05,832,27,delivered
2864,2023-12-05,343,2,delivered
2865,2023-03-28,449,54,delivered
2866,2023-08-04,54,14,processing
2867,2024-10-10,427,41,processing
2868,2023-04-24,78,29,delivered
2869,2024-11-07,716,39,delivered
2870,2023-05-25,439,22,delivered
2871,2024-06-03,782,5,cancelled
2872,2024-01-18,497,44,delivered
2873,2024-09-11,172,18,delivered
2874,2024-01-23,550,51,shipped
2875,2024-01-10,698,16,shipped
2876,2023-05-17,361,44,cancelled
2877,2023-04-27,236,6,delivered
2878,2024-10-03,433,1,delivered
2879,2023-08-18,16,12,delivered
2880,2023-09-18,738,24,cancelled
2881,2024-06-15,850,11,processing
2882,2023-08-26,496,43,processing
2883,2024-10-28,586,41,delivered
2884,2024-05-31,211,34,processing
2885,2024-02-23,798,29,delivered
2886,2024-09-08,836,32,delivered
2887,2023-02-04,327,21,delivered
2888,2023-06-29,848,40,shipped
2889,2023-11-22,627,33,delivered
2890,2023-06-08,247,33,processing
2891,2024-06-04,549,28,shipped
2892,2024-10-05,503,44,delivered
2893,2023-10-24,567,36,shipped
2894,2023-08-28,167,1,delivered
2895,2024-11-04,441,12,delivered
2896,2023-11-08,689,46,shipped
2897,2023-12-09,353,33,processing
2898,2023-09-04,703,44,delivered
2899,2024-09-28,99,5,processing
2900,2024-02-03,624,2,processing
2901,2024-06-17,118,36,delivered
2902,2024-07-22,674,24,delivered
2903,2023-08-28,569,43,shipped
2904,2023-10-31,353,54,delivered
2905,2024-08-16,574,50,processing
2906,2023-09-12,501,51,processing
2907,2024-07-09,39,50,delivered
2908,2024-10-20,330,52,returned
2909,2024-03-12,323,47,delivered
2910,2024-06-03,498,21,cancelled
2911,2024-07-17,29,30,delivered
2912,2024-08-14,739,15,processing
2913,2023-10-04,543,9,delivered
2914,2023-02-05,316,55,shipped
2915,2023-10-09,551,32,delivered
2916,2024-04-16,513,8,delivered
2917,2023-11-12,568,23,delivered
2918,2024-06-08,467,27,processing
2919,2023-09-07,869,42,delivered
2920,2024-03-20,698,8,shipped
2921,2023-05-11,603,29,processing
2922,2024-06-08,199,11,cancelled
2923,2024-01-17,683,21,delivered
2924,2023-05-23,737,51,processing
2925,2023-07-24,182,44,delivered
2926,2024-06-08,130,39,shipped
2927,2023-12-04,654,30,shipped
2928,2023-06-01,874,33,delivered
2929,2024-11-08,131,3,delivered
2930,2024-05-15,654,55,delivered
2931,2024-10-31,5,13,delivered
2932,2023-10-26,849,36,cancelled
2933,2023-11-29,167,23,delivered
2934,2024-09-20,385,26,cancelled
2935,2024-01-03,632,10,delivered
2936,2024-05-10,555,38,returned
2937,2023-06-26,92,36,shipped
2938,2023-11-09,742,23,processing
2939,2023-03-28,752,8,delivered
2940,2023-05-25,187,14,delivered
2941,2023-01-01,590,24,delivered
2942,2023-01-28,465,55,delivered
2943,2024-11-15,783,18,shipped
2944,2023-06-19,558,40,shipped
2945,2024-04-09,519,37,delivered
2946,2024-08-10,682,46,delivered
2947,2024-01-21,115,25,delivered
2948,2023-04-18,263,54,delivered
2949,2024-05-24,344,47,delivered
2950,2024-02-25,858,20,shipped
2951,2024-05-26,239,25,delivered
2952,2024-06-22,787,17,processing
2953,2024-11-13,309,4,delivered
2954,2024-02-06,858,21,processing
2955,2023-08-28,16,20,delivered
2956,2024-03-29,62,45,processing
2957,2023-02-17,706,47,delivered
2958,2024-09-20,321,41,delivered
2959,2023-03-25,368,17,delivered
2960,2023-08-18,435,35,processing
2961,2024-07-25,292,41,shipped
2962,2024-02-23,163,23,delivered
2963,2023-10-03,747,21,delivered
2964,2023-11-28,792,43,delivered
2965,2024-08-21,241,54,delivered
2966,2023-08-27,325,52,shipped
2967,2024-08-31,375,21,shipped
2968,2023-03-03,745,24,cancelled
2969,2024-06-27,129,37,returned
2970,2024-08-16,123,18,shipped
2971,2023-05-08,649,44,delivered
2972,2023-10-29,868,19,delivered
2973,2023-04-26,464,5,delivered
2974,2024-05-09,527,44,delivered
2975,2024-01-10,842,27,shipped
2976,2024-03-20,229,6,returned
2977,2023-05-18,144,49,processing
2978,2023-05-29,742,14,delivered
2979,2023-01-30,176,3,delivered
2980,2023-08-14,804,1,processing
2981,2024-01-27,758,31,processing
2982,2024-08-23,53,55,delivered
2983,2024-04-11,335,45,shipped
2984,2023-11-01,659,50,shipped
2985,2024-10-29,553,10,delivered
2986,2024-05-18,293,55,delivered
2987,2024-10-13,240,31,processing
2988,2024-01-05,443,51,shipped
2989,2023-07-01,707,51,delivered
2990,2023-02-06,136,17,shipped
2991,2024-05-23,600,39,shipped
2992,2023-03-26,782,40,processing
2993,2023-07-31,766,48,delivered
2994,2024-01-08,701,16,returned
2995,2024-01-31,803,27,delivered
2996,2024-02-25,71,16,shipped
2997,2023-04-27,745,52,shipped
2998,2023-09-23,8,41,delivered
2999,2024-03-08,780,45,delivered
3000,2024-11-09,433,4,processing
3001,2024-05-24,878,42,shipped
3002,2024-10-07,336,53,delivered
3003,2024-06-17,627,27,delivered
3004,2024-02-19,836,54,delivered
3005,2023-05-15,419,9,delivered
3006,2024-04-11,301,25,returned
3007,2024-03-12,809,24,processing
3008,2024-02-26,237,28,returned
3009,2023-12-09,829,18,delivered
3010,2024-01-06,588,44,shipped
3011,2023-08-23,506,26,delivered
3012,2023-12-30,399,10,processing
3013,2023-05-19,611,49,delivered
3014,2024-07-17,323,44,delivered
3015,2023-05-11,2,34,delivered
3016,2023-03-01,634,46,delivered
3017,2023-11-02,185,38,shipped
3018,2024-04-05,16,11,shipped
3019,2023-11-03,279,14,shipped
3020,2023-07-13,351,55,returned
3021,2024-01-26,370,46,delivered
3022,2023-08-31,553,38,delivered
3023,2024-10-15,887,1,processing
3024,2024-10-07,378,17,delivered
3025,2023-12-18,55,49,delivered
3026,2023-08-18,208,17,processing
3027,2024-05-30,132,10,delivered
3028,2023-01-26,366,30,delivered
3029,2023-11-29,356,42,delivered
3030,2023-08-24,796,46,delivered
3031,2024-10-06,178,33,delivered
3032,2023-01-09,242,2,delivered
3033,2024-01-22,754,50,delivered
3034,2024-06-02,284,20,delivered
3035,2023-12-06,635,32,delivered
3036,2023-03-01,437,3,shipped
3037,2024-11-11,794,36,delivered
3038,2023-12-29,679,5,delivered
3039,2024-03-05,525,20,delivered
3040,2023-06-15,71,3,delivered
3041,2023-12-05,54,3,delivered
3042,2023-10-28,13,36,delivered
3043,2023-02-22,376,6,shipped
3044,2023-03-16,571,39,shipped
3045,2024-08-09,260,36,cancelled
3046,2023-06-17,80,24,delivered
3047,2023-05-17,476,47,delivered
3048,2023-12-20,60,38,delivered
3049,2024-06-22,47,37,processing
3050,2023-02-13,845,8,delivered
3051,2024-02-08,490,38,delivered
3052,2023-03-25,714,49,delivered
3053,2023-01-26,773,16,shipped
3054,2023-02-06,36,43,cancelled
3055,2024-08-06,531,1,cancelled
3056,2023-03-24,256,14,delivered
3057,2023-02-01,286,45,delivered
3058,2023-11-03,367,10,processing
3059,2024-08-13,553,10,delivered
3060,2023-07-03,796,22,delivered
3061,2023-10-23,799,40,shipped
3062,2023-01-28,228,41,shipped
3063,2023-11-11,171,31,returned
3064,2024-02-09,497,4,delivered
3065,2024-02-04,245,43,delivered
3066,2023-08-21,393,23,delivered
3067,2023-08-09,524,41,processing
3068,2023-03-16,727,12,shipped
3069,2023-09-14,652,45,shipped
3070,2023-03-11,298,8,returned
3071,2024-06-20,457,45,shipped
3072,2024-11-07,437,24,delivered
3073,2024-11-10,346,1,shipped
3074,2024-08-28,478,26,shipped
3075,2024-02-25,185,22,delivered
3076,2024-05-05,724,43,delivered
3077,2023-07-19,272,25,shipped
3078,2024-03-17,461,31,delivered
3079,2023-11-15,99,34,processing
3080,2023-12-04,434,37,delivered
3081,2024-06-14,644,11,returned
3082,2023-07-17,627,4,delivered
3083,2023-08-11,473,8,delivered
3084,2024-10-09,269,44,delivered
3085,2023-02-09,572,35,delivered
3086,2023-12-06,796,25,delivered
3087,2024-09-30,621,31,delivered
3088,2024-03-03,396,49,shipped
3089,2024-01-18,408,23,delivered
3090,2023-06-24,860,40,shipped
3091,2023-08-29,897,38,processing
3092,2024-08-19,387,4,processing
3093,2024-01-27,534,36,delivered
3094,2023-12-27,341,7,delivered
3095,2023-03-11,539,10,delivered
3096,2023-01-12,214,6,processing
3097,2024-11-05,397,31,processing
3098,2023-09-21,44,4,delivered
3099,2024-02-27,592,21,delivered
3100,2023-02-25,366,42,delivered
3101,2024-04-23,792,20,delivered
3102,2024-10-14,174,17,delivered
3103,2024-02-07,273,52,shipped
3104,2023-03-30,773,6,delivered
3105,2024-02-12,550,11,shipped
3106,2024-06-20,571,18,cancelled
3107,2023-10-12,490,55,shipped
3108,2024-09-07,182,9,delivered
3109,2024-03-30,617,12,delivered
3110,2024-09-21,96,31,delivered
3111,2024-03-12,602,31,processing
3112,2023-04-02,71,43,delivered
3113,2023-08-05,612,50,delivered
3114,2023-05-22,311,55,delivered
3115,2024-09-28,327,34,delivered
3116,2024-06-16,683,16,shipped
3117,2024-04-18,347,41,delivered
3118,2023-07-30,166,48,delivered
3119,2023-05-09,880,12,delivered
3120,2024-06-13,752,49,delivered
3121,2023-11-28,216,13,shipped
3122,2023-06-08,344,36,delivered
3123,2024-03-07,61,13,delivered
3124,2023-01-29,186,44,shipped
3125,2023-08-17,364,2,shipped
3126,2023-11-24,182,49,delivered
3127,2023-04-14,731,15,delivered
3128,2024-11-20,34,13,delivered
3129,2023-05-27,405,34,delivered
3130,2023-04-02,557,26,delivered
3131,2023-05-23,897,6,delivered
3132,2024-06-22,138,21,returned
3133,2023-10-25,698,44,delivered
3134,2024-01-31,862,33,processing
3135,2023-01-15,28,15,processing
3136,2023-01-25,106,35,returned
3137,2023-11-09,798,28,delivered
3138,2024-07-25,796,42,processing
3139,2024-09-11,157,6,returned
3140,2023-03-02,799,37,delivered
3141,2024-01-12,107,54,delivered
3142,2024-10-01,233,40,delivered
3143,2023-09-29,196,6,shipped
3144,2024-08-03,851,11,delivered
3145,2023-04-04,202,14,delivered
3146,2024-10-16,109,21,processing
3147,2024-06-09,543,20,delivered
3148,2024-10-20,738,5,processing
3149,2024-04-18,41,45,delivered
3150,2023-09-12,64,9,shipped
3151,2024-10-18,743,30,delivered
3152,2023-07-12,890,42,delivered
3153,2023-08-21,682,43,shipped
3154,2024-05-05,812,38,delivered
3155,2024-06-19,415,53,delivered
3156,2024-10-12,372,27,cancelled
3157,2023-05-24,651,5,delivered
3158,2024-07-12,804,5,processing
3159,2024-05-31,364,48,delivered
3160,2023-02-14,236,40,delivered
3161,2023-09-29,800,15,delivered
3162,2023-07-17,471,47,returned
3163,2023-08-02,872,9,delivered
3164,2024-11-19,500,47,processing
3165,2024-03-25,423,25,returned
3166,2024-05-17,579,8,delivered
3167,2024-11-14,188,14,shipped
3168,2023-09-22,860,39,processing
3169,2024-07-15,793,32,delivered
3170,2023-11-01,540,31,delivered
3171,2024-08-31,403,23,delivered
3172,2023-05-07,494,44,processing
3173,2024-10-25,723,1,processing
3174,2023-06-03,234,47,delivered
3175,2023-08-17,492,31,delivered
3176,2024-06-13,531,7,cancelled
3177,2023-10-03,312,15,delivered
3178,2024-03-01,113,42,shipped
3179,2023-11-08,501,6,delivered
3180,2024-06-03,344,16,processing
3181,2023-06-09,358,14,cancelled
3182,2023-02-10,126,44,delivered
3183,2023-07-29,720,17,delivered
3184,2023-11-29,82,10,delivered
3185,2023-04-28,252,29,delivered
3186,2023-09-06,553,42,delivered
3187,2023-10-07,382,8,shipped
3188,2023-02-10,781,11,delivered
3189,2024-02-13,717,18,delivered
3190,2024-09-11,99,45,processing
3191,2023-04-17,452,20,shipped
3192,2024-02-23,595,16,delivered
3193,2024-04-10,24,27,shipped
3194,2023-10-21,417,23,processing
3195,2024-05-05,353,14,delivered
3196,2023-10-15,73,12,delivered
3197,2023-12-20,695,45,delivered
3198,2023-01-06,515,27,processing
3199,2024-04-29,771,13,processing
3200,2024-04-07,30,16,shipped
3201,2023-01-27,658,33,delivered
3202,2023-09-15,450,24,delivered
3203,2024-11-16,480,12,processing
3204,2023-10-22,457,9,delivered
3205,2023-12-18,834,13,delivered
3206,2024-09-28,724,45,delivered
3207,2024-05-17,27,8,processing
3208,2024-02-12,356,50,delivered
3209,2024-07-12,617,18,delivered
3210,2024-08-28,622,27,shipped
3211,2023-11-16,19,41,shipped
3212,2023-11-29,528,33,shipped
3213,2023-09-28,794,7,shipped
3214,2024-11-07,270,13,delivered
3215,2024-05-03,559,15,delivered
3216,2023-02-28,146,34,shipped
3217,2024-08-27,668,40,delivered
3218,2023-12-03,879,20,shipped
3219,2023-02-18,542,37,shipped
3220,2024-01-20,617,41,delivered
3221,2023-10-20,149,17,delivered
3222,2024-09-06,560,29,delivered
3223,2023-05-23,183,21,delivered
3224,2024-08-01,670,14,delivered
3225,2024-01-26,42,29,cancelled
3226,2023-02-08,165,41,delivered
3227,2024-11-11,809,47,shipped
3228,2023-12-25,686,22,delivered
3229,2023-07-23,864,52,delivered
3230,2023-11-25,94,33,delivered
3231,2024-08-23,214,13,processing
3232,2023-08-02,188,42,delivered
3233,2023-05-15,88,31,delivered
3234,2023-04-01,458,12,shipped
3235,2023-07-28,472,32,delivered
3236,2024-06-30,769,46,delivered
3237,2023-11-27,760,6,delivered
3238,2023-06-09,54,11,delivered
3239,2023-04-27,372,23,delivered
3240,2023-08-21,803,7,delivered
3241,2024-10-19,656,20,delivered
3242,2023-08-29,517,4,processing
3243,2024-11-22,365,21,processing
3244,2023-12-06,37,44,processing
3245,2023-05-06,119,30,processing
3246,2024-09-15,409,25,delivered
3247,2023-11-19,363,31,shipped
3248,2024-05-11,369,2,delivered
3249,2024-11-19,153,20,processing
3250,2023-02-05,323,46,delivered
3251,2023-03-09,758,41,delivered
3252,2024-05-19,294,54,processing
3253,2023-07-17,480,14,processing
3254,2023-05-10,724,38,processing
3255,2023-01-28,478,23,delivered
3256,2023-01-16,448,5,delivered
3257,2024-06-26,130,52,delivered
3258,2023-04-05,704,19,delivered
3259,2023-11-24,709,50,delivered
3260,2024-02-29,768,7,delivered
3261,2023-10-27,660,21,delivered
3262,2023-01-19,342,33,delivered
3263,2024-07-02,267,20,shipped
3264,2023-01-08,887,9,processing
3265,2024-06-17,338,31,delivered
3266,2024-09-17,475,8,delivered
3267,2023-10-30,415,11,delivered
3268,2024-01-10,291,7,delivered
3269,2023-11-30,172,21,shipped
3270,2023-09-30,439,49,shipped
3271,2024-09-13,301,28,processing
3272,2024-09-17,149,53,delivered
3273,2023-08-24,660,15,processing
3274,2024-03-06,265,8,delivered
3275,2024-10-10,95,52,delivered
3276,2024-11-04,698,12,delivered
3277,2023-12-23,417,5,processing
3278,2023-11-13,257,8,delivered
3279,2023-07-15,723,37,delivered
3280,2024-11-02,515,14,shipped
3281,2023-04-10,679,4,delivered
3282,2024-02-10,350,27,delivered
3283,2023-07-17,205,15,delivered
3284,2023-07-15,690,20,delivered
3285,2023-10-11,344,22,shipped
3286,2024-11-30,465,42,delivered
3287,2023-02-08,539,49,delivered
3288,2024-02-09,29,36,delivered
3289,2023-02-27,639,30,processing
3290,2023-04-19,376,33,delivered
3291,2023-11-04,105,28,shipped
3292,2023-12-24,334,38,delivered
3293,2023-07-01,69,40,delivered
3294,2023-08-10,107,4,returned
3295,2023-03-02,692,14,delivered
3296,2023-08-01,102,2,delivered
3297,2024-11-07,262,37,delivered
3298,2024-10-23,664,47,delivered
3299,2023-08-23,552,19,delivered
3300,2024-02-04,289,14,cancelled
3301,2024-09-28,137,7,processing
3302,2023-01-05,490,9,delivered
3303,2024-07-21,689,33,delivered
3304,2024-10-25,67,24,processing
3305,2023-03-05,151,52,delivered
3306,2023-04-24,278,42,delivered
3307,2024-11-03,840,43,shipped
3308,2024-01-12,212,21,shipped
3309,2023-01-10,846,44,shipped
3310,2023-06-30,350,1,shipped
3311,2023-11-11,628,21,returned
3312,2024-04-30,648,40,delivered
3313,2024-05-28,147,24,processing
3314,2024-11-27,365,38,delivered
3315,2023-07-21,678,44,delivered
3316,2024-01-12,228,41,delivered
3317,2024-01-09,646,4,shipped
3318,2023-10-11,692,6,delivered
3319,2023-04-29,290,3,processing
3320,2024-11-15,330,34,shipped
3321,2024-08-20,863,25,delivered
3322,2023-12-15,395,53,shipped
3323,2024-02-27,555,27,processing
3324,2023-06-09,803,18,shipped
3325,2024-01-16,139,5,delivered
3326,2024-05-01,424,54,processing
3327,2023-12-27,253,24,shipped
3328,2024-11-24,416,32,delivered
3329,2024-03-03,507,21,delivered
3330,2023-09-17,346,44,delivered
3331,2024-06-24,697,34,processing
3332,2023-04-30,577,29,delivered
3333,2023-09-27,816,55,delivered
3334,2023-08-31,180,5,processing
3335,2023-10-30,807,50,delivered
3336,2024-07-01,214,28,cancelled
3337,2023-12-05,438,6,delivered
3338,2024-07-09,480,11,delivered
3339,2024-02-08,153,39,delivered
3340,2023-08-28,872,48,cancelled
3341,2024-07-20,413,8,shipped
3342,2023-06-16,869,35,cancelled
3343,2023-06-07,800,11,shipped
3344,2023-12-20,123,20,delivered
3345,2023-07-02,606,54,delivered
3346,2023-01-07,892,51,delivered
3347,2024-03-29,891,43,shipped
3348,2023-12-24,594,22,cancelled
3349,2023-11-08,620,41,delivered
3350,2024-11-07,752,12,shipped
3351,2024-02-04,579,48,returned
3352,2024-08-27,780,5,delivered
3353,2023-04-08,243,34,processing
3354,2024-02-03,788,42,delivered
3355,2024-08-30,306,34,shipped
3356,2024-02-13,136,30,delivered
3357,2024-05-17,159,23,delivered
3358,2023-09-18,152,36,delivered
3359,2023-03-06,894,25,returned
3360,2023-11-17,456,48,processing
3361,2023-10-04,554,6,delivered
3362,2024-08-29,334,42,returned
3363,2023-06-20,463,29,shipped
3364,2024-11-07,469,21,processing
3365,2024-11-01,847,7,delivered
3366,2023-06-23,26,37,delivered
3367,2023-09-01,166,45,shipped
3368,2024-09-18,366,41,delivered
3369,2024-11-07,806,9,delivered
3370,2023-11-07,439,55,delivered
3371,2023-08-13,97,47,delivered
3372,2024-01-04,394,36,delivered
3373,2024-04-26,467,1,returned
3374,2023-07-11,267,31,delivered
3375,2024-05-30,123,20,delivered
3376,2023-02-06,535,28,delivered
3377,2023-02-04,830,46,shipped
3378,2023-09-28,198,19,shipped
3379,2023-09-05,41,1,processing
3380,2023-08-09,121,29,delivered
3381,2023-12-10,425,10,delivered
3382,2023-08-13,861,36,processing
3383,2023-05-15,4,23,cancelled
3384,2023-08-05,255,18,shipped
3385,2024-11-13,643,29,delivered
3386,2023-10-15,468,28,delivered
3387,2023-11-08,819,44,delivered
3388,2024-02-08,183,7,shipped
3389,2024-11-19,107,31,delivered
3390,2023-06-19,499,38,delivered
3391,2024-04-21,447,41,delivered
3392,2024-05-16,177,2,delivered
3393,2024-03-01,72,15,delivered
3394,2023-03-04,70,22,delivered
3395,2024-04-18,581,45,shipped
3396,2023-02-14,776,11,delivered
3397,2024-02-22,123,54,delivered
3398,2024-06-01,392,54,delivered
3399,2023-05-28,227,19,delivered
3400,2024-08-12,368,6,shipped
3401,2023-01-22,458,9,delivered
3402,2024-08-13,183,44,shipped
3403,2023-11-19,227,29,delivered
3404,2023-06-02,72,43,processing
3405,2023-04-04,512,3,delivered
3406,2024-10-29,8,50,delivered
3407,2023-02-20,72,45,shipped
3408,2023-05-20,724,13,delivered
3409,2023-09-01,775,47,delivered
3410,2024-03-10,46,51,shipped
3411,2024-01-17,150,47,delivered
3412,2023-03-29,593,15,delivered
3413,2023-07-22,773,5,delivered
3414,2023-06-17,482,5,returned
3415,2023-05-30,409,2,processing
3416,2023-10-15,175,50,delivered
3417,2024-05-07,427,38,delivered
3418,2023-06-02,655,50,delivered
3419,2023-09-14,704,30,delivered
3420,2023-10-01,671,54,processing
3421,2024-11-14,237,28,delivered
3422,2024-10-30,595,39,delivered
3423,2024-07-14,812,32,cancelled
3424,2023-06-19,687,20,processing
3425,2023-02-17,140,20,processing
3426,2023-08-10,64,29,processing
3427,2023-07-06,279,35,shipped
3428,2023-12-21,50,32,delivered
3429,2024-06-28,215,17,delivered
3430,2024-08-23,637,52,delivered
3431,2024-08-14,36,51,delivered
3432,2023-09-09,651,8,processing
3433,2024-04-26,598,21,delivered
3434,2023-08-07,431,23,delivered
3435,2023-02-12,505,51,delivered
3436,2024-05-06,568,51,delivered
3437,2023-01-07,249,27,processing
3438,2023-10-14,734,6,shipped
3439,2023-08-19,837,52,delivered
3440,2024-04-30,805,8,delivered
3441,2024-06-20,468,35,shipped
3442,2023-08-01,761,5,processing
3443,2024-07-22,510,33,delivered
3444,2023-07-25,394,1,cancelled
3445,2023-11-09,440,24,returned
3446,2024-05-23,726,32,returned
3447,2024-04-30,810,55,shipped
3448,2024-11-22,158,33,cancelled
3449,2023-06-07,94,38,delivered
3450,2024-04-08,790,2,processing
3451,2024-03-02,486,44,cancelled
3452,2024-10-02,439,17,cancelled
3453,2023-04-20,166,10,processing
3454,2024-06-10,56,37,delivered
3455,2024-02-02,455,37,delivered
3456,2023-07-12,370,2,delivered
3457,2023-11-29,378,12,processing
3458,2023-08-22,846,37,delivered
3459,2024-02-10,395,30,delivered
3460,2024-09-14,391,15,delivered
3461,2024-02-03,352,23,shipped
3462,2024-03-18,82,52,cancelled
3463,2023-12-30,546,18,shipped
3464,2023-02-05,63,31,processing
3465,2023-06-13,514,53,delivered
3466,2023-12-11,702,38,processing
3467,2023-08-06,555,29,delivered
3468,2023-05-08,607,14,delivered
3469,2023-12-19,786,43,cancelled
3470,2023-08-14,148,40,shipped
3471,2023-06-30,519,23,shipped
3472,2023-11-21,726,25,delivered
3473,2023-04-04,308,41,delivered
3474,2024-10-11,505,38,delivered
3475,2024-08-30,805,28,delivered
3476,2024-05-10,98,35,delivered
3477,2023-03-16,302,30,delivered
3478,2024-06-27,871,27,delivered
3479,2024-07-19,42,8,shipped
3480,2024-06-21,316,48,returned
3481,2023-03-21,754,19,shipped
3482,2024-03-26,384,1,processing
3483,2024-08-07,104,45,delivered
3484,2024-02-09,759,44,shipped
3485,2024-03-28,336,20,delivered
3486,2023-11-17,590,30,delivered
3487,2024-01-06,636,29,delivered
3488,2023-01-25,32,8,delivered
3489,2024-03-23,679,14,processing
3490,2023-02-27,282,38,delivered
3491,2023-11-01,30,3,processing
3492,2023-07-24,766,3,returned
3493,2024-01-17,681,55,delivered
3494,2023-04-04,871,14,delivered
3495,2024-04-29,393,21,shipped
3496,2024-07-10,32,35,delivered
3497,2023-04-25,696,44,delivered
3498,2023-03-15,565,44,processing
3499,2023-04-12,849,49,returned
3500,2024-09-05,149,43,processing
3501,2024-01-05,76,41,delivered
